time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon
7.06,CLIMB,7.31,9.92,-0.07,20.49,3.28,90,16.42,28.5598782,77.1168637
7.36,CLIMB,8.28,9.58,-0.07,20.78,3.17,90,16.08,28.5598845,77.1168368
7.66,CLIMB,9.21,9.15,-0.07,20.66,3.01,90,15.65,28.5598905,77.1168107
7.96,CLIMB,10.07,8.86,-0.08,20.12,2.79,90,15.36,28.5598965,77.1167852
8.26,CLIMB,10.85,8.68,-0.08,19.24,2.55,90,15.18,28.5599023,77.1167602
8.56,CLIMB,11.57,8.52,-0.08,18.14,2.30,90,15.02,28.5599080,77.1167354
8.76,CLIMB,12.00,8.41,-0.08,17.35,2.13,90,14.91,28.5599118,77.1167190
9.06,CLIMB,12.59,8.26,-0.07,16.14,1.90,90,14.76,28.5599175,77.1166947
9.36,CLIMB,13.12,8.11,-0.07,14.94,1.69,90,14.61,28.5599231,77.1166704
9.66,CLIMB,13.59,8.19,-0.07,13.81,1.52,90,14.69,28.5599288,77.1166457
9.96,CLIMB,14.02,8.20,-0.08,12.86,1.39,90,14.70,28.5599346,77.1166205
10.26,CLIMB,14.42,8.35,-0.08,12.11,1.31,90,14.85,28.5599406,77.1165947
10.56,CLIMB,14.80,8.45,-0.08,11.62,1.27,90,14.95,28.5599467,77.1165683
10.76,CLIMB,15.05,8.64,-0.07,11.45,1.27,90,15.14,28.5599509,77.1165502
11.06,CLIMB,15.44,8.86,-0.06,11.46,1.31,90,15.36,28.5599572,77.1165231
11.36,CLIMB,15.85,8.96,-0.05,11.71,1.38,90,15.46,28.5599635,77.1164958
11.66,CLIMB,16.29,9.16,-0.05,12.14,1.49,90,15.66,28.5599699,77.1164681
11.96,CLIMB,16.75,9.20,-0.06,12.70,1.61,90,15.70,28.5599764,77.1164402
12.16,CLIMB,17.08,9.20,-0.06,13.10,1.69,90,15.70,28.5599808,77.1164214
12.46,CLIMB,17.61,9.21,-0.06,13.73,1.82,90,15.71,28.5599873,77.1163931
12.76,CLIMB,18.17,9.21,-0.06,14.39,1.93,90,15.71,28.5599939,77.1163648
13.06,CLIMB,18.77,9.30,-0.05,15.06,2.03,90,15.80,28.5600004,77.1163368
13.36,CLIMB,19.40,9.26,-0.05,15.69,2.11,90,15.76,28.5600068,77.1163094
13.56,CLIMB,19.83,9.18,-0.05,16.04,2.15,90,15.68,28.5600110,77.1162913
13.86,CLIMB,20.49,9.11,-0.05,16.46,2.19,90,15.61,28.5600173,77.1162645
14.06,CLIMB,20.93,9.12,-0.05,16.66,2.19,90,15.62,28.5600214,77.1162467
14.36,CLIMB,21.59,8.97,-0.05,16.84,2.18,90,15.47,28.5600276,77.1162202
14.66,CLIMB,22.23,8.86,-0.05,16.85,2.15,90,15.36,28.5600337,77.1161939
14.86,CLIMB,22.66,8.73,-0.05,16.80,2.12,90,15.23,28.5600378,77.1161765
15.16,CLIMB,23.29,8.70,-0.05,16.65,2.06,90,15.20,28.5600438,77.1161507
15.46,CLIMB,23.90,8.62,-0.05,16.41,1.98,90,15.12,28.5600497,77.1161253
15.76,CLIMB,24.49,8.50,-0.05,16.10,1.91,90,15.00,28.5600556,77.1161000
16.06,CLIMB,25.05,8.43,-0.05,15.73,1.84,90,14.93,28.5600615,77.1160747
16.26,CLIMB,25.42,8.41,-0.05,15.46,1.79,90,14.91,28.5600655,77.1160577
16.56,CLIMB,25.94,8.40,-0.05,15.05,1.72,90,14.90,28.5600714,77.1160321
16.76,CLIMB,26.28,8.54,-0.05,14.80,1.69,90,15.04,28.5600754,77.1160150
17.06,CLIMB,26.78,8.57,-0.04,14.48,1.64,90,15.07,28.5600815,77.1159890
17.36,CLIMB,27.27,8.63,-0.05,14.27,1.61,90,15.13,28.5600875,77.1159633
17.56,CLIMB,27.59,8.59,-0.05,14.18,1.60,90,15.09,28.5600915,77.1159461
17.86,CLIMB,28.07,8.64,-0.05,14.09,1.60,90,15.14,28.5600975,77.1159202
18.16,CLIMB,28.56,8.79,-0.04,14.07,1.61,90,15.29,28.5601036,77.1158941
18.46,CLIMB,29.05,8.74,-0.04,14.11,1.64,90,15.24,28.5601098,77.1158676
18.76,CLIMB,29.54,8.79,-0.04,14.21,1.67,90,15.29,28.5601160,77.1158410
19.06,CLIMB,30.05,8.78,-0.04,14.36,1.70,90,15.28,28.5601223,77.1158142
19.36,CLIMB,30.57,8.83,-0.04,14.58,1.74,90,15.33,28.5601285,77.1157876
19.56,CLIMB,30.92,8.88,-0.04,14.73,1.77,90,15.38,28.5601326,77.1157700
19.86,CLIMB,31.46,8.79,-0.04,14.97,1.81,90,15.29,28.5601388,77.1157436
20.16,CLIMB,32.01,8.79,-0.03,15.18,1.84,90,15.29,28.5601450,77.1157173
20.36,CLIMB,32.39,8.78,-0.03,15.31,1.86,90,15.28,28.5601491,77.1156997
20.66,CLIMB,32.96,8.87,-0.04,15.46,1.88,90,15.37,28.5601553,77.1156732
20.96,CLIMB,33.54,8.80,-0.04,15.57,1.89,90,15.30,28.5601615,77.1156468
21.26,CLIMB,34.12,8.82,-0.04,15.65,1.90,90,15.32,28.5601677,77.1156203
21.56,CLIMB,34.70,8.72,-0.04,15.72,1.89,90,15.22,28.5601738,77.1155943
21.76,CLIMB,35.08,8.69,-0.04,15.73,1.89,90,15.19,28.5601778,77.1155771
22.06,CLIMB,35.65,8.59,-0.04,15.71,1.87,90,15.09,28.5601838,77.1155513
22.36,CLIMB,36.22,8.53,-0.04,15.65,1.85,90,15.03,28.5601899,77.1155256
22.66,CLIMB,36.77,8.54,-0.04,15.53,1.83,90,15.04,28.5601959,77.1154996
22.96,CLIMB,37.32,8.59,-0.04,15.38,1.80,90,15.09,28.5602020,77.1154737
23.26,CLIMB,37.85,8.68,-0.04,15.25,1.78,90,15.18,28.5602081,77.1154476
23.46,CLIMB,38.21,8.56,-0.04,15.19,1.77,90,15.06,28.5602121,77.1154305
23.76,CLIMB,38.74,8.61,-0.04,15.11,1.75,90,15.11,28.5602182,77.1154048
24.06,CLIMB,39.27,8.57,-0.04,15.02,1.74,90,15.07,28.5602242,77.1153791
24.36,CLIMB,39.78,8.63,-0.04,14.95,1.73,90,15.13,28.5602302,77.1153534
24.66,CLIMB,40.30,8.69,-0.04,14.90,1.72,90,15.19,28.5602363,77.1153275
24.86,CLIMB,40.65,8.70,-0.04,14.87,1.72,90,15.20,28.5602404,77.1153101
25.16,CLIMB,41.17,8.61,-0.04,14.84,1.73,90,15.11,28.5602465,77.1152839
25.46,CLIMB,41.70,8.67,-0.03,14.85,1.73,90,15.17,28.5602527,77.1152577
25.76,CLIMB,42.23,8.64,-0.03,14.89,1.74,90,15.14,28.5602588,77.1152317
26.06,CLIMB,42.75,8.75,-0.03,14.94,1.75,90,15.25,28.5602649,77.1152057
26.26,CLIMB,43.10,8.72,-0.03,14.98,1.76,90,15.22,28.5602689,77.1151883
26.56,CLIMB,43.63,8.74,-0.03,15.05,1.77,90,15.24,28.5602751,77.1151622
26.86,CLIMB,44.17,8.73,-0.03,15.11,1.79,90,15.23,28.5602812,77.1151359
27.16,CLIMB,44.71,8.74,-0.03,15.15,1.80,90,15.24,28.5602874,77.1151096
27.46,CLIMB,45.25,8.75,-0.03,15.20,1.80,90,15.25,28.5602936,77.1150832
27.66,CLIMB,45.62,8.68,-0.03,15.24,1.81,90,15.18,28.5602977,77.1150658
27.96,CLIMB,46.16,8.68,-0.03,15.31,1.81,90,15.18,28.5603038,77.1150398
28.26,CLIMB,46.72,8.66,-0.03,15.34,1.82,90,15.16,28.5603099,77.1150139
28.56,CLIMB,47.26,8.71,-0.03,15.36,1.81,90,15.21,28.5603160,77.1149881
28.86,CLIMB,47.80,8.77,-0.02,15.35,1.81,90,15.27,28.5603222,77.1149619
29.16,CLIMB,48.34,8.72,-0.02,15.33,1.81,90,15.22,28.5603283,77.1149358
29.46,CLIMB,48.89,8.74,-0.02,15.31,1.80,90,15.24,28.5603345,77.1149097
29.66,CLIMB,49.25,8.57,-0.02,15.31,1.80,90,15.07,28.5603386,77.1148924
29.96,CLIMB,49.78,8.59,-0.02,15.30,1.79,90,15.09,28.5603446,77.1148666
30.26,CLIMB,50.31,8.55,-0.02,15.26,1.78,90,15.05,28.5603507,77.1148409
30.56,CLIMB,50.85,8.53,-0.02,15.21,1.77,90,15.03,28.5603568,77.1148151
30.86,CLIMB,51.39,8.69,-0.02,15.16,1.77,90,15.19,28.5603629,77.1147892
31.16,CLIMB,51.92,8.68,-0.02,15.12,1.76,90,15.18,28.5603690,77.1147632
31.46,CLIMB,52.45,8.74,-0.02,15.08,1.76,90,15.24,28.5603752,77.1147370
31.66,CLIMB,52.80,8.76,-0.02,15.07,1.76,90,15.26,28.5603793,77.1147195
31.96,CLIMB,53.33,8.71,-0.02,15.08,1.76,90,15.21,28.5603854,77.1146936
32.26,CLIMB,53.85,8.75,-0.02,15.09,1.76,90,15.25,28.5603915,77.1146678
32.56,CLIMB,54.38,8.73,-0.02,15.12,1.76,90,15.23,28.5603976,77.1146420
32.86,CLIMB,54.91,8.71,-0.02,15.14,1.77,90,15.21,28.5604037,77.1146160
33.16,CLIMB,55.44,8.70,-0.02,15.14,1.77,90,15.20,28.5604099,77.1145898
33.46,CLIMB,55.97,8.69,-0.02,15.15,1.77,90,15.19,28.5604160,77.1145636
33.66,CLIMB,56.33,8.60,-0.02,15.16,1.78,90,15.10,28.5604202,77.1145461
33.96,CLIMB,56.87,8.59,-0.02,15.18,1.78,90,15.09,28.5604263,77.1145201
34.26,CLIMB,57.41,8.62,-0.02,15.19,1.78,90,15.12,28.5604324,77.1144943
34.46,CLIMB,57.77,8.66,-0.02,15.20,1.78,90,15.16,28.5604364,77.1144771
34.76,CLIMB,58.31,8.68,-0.02,15.22,1.78,90,15.18,28.5604425,77.1144513
34.96,CLIMB,58.67,8.57,-0.02,15.22,1.78,90,15.07,28.5604466,77.1144340
35.26,CLIMB,59.20,8.67,-0.02,15.21,1.78,90,15.17,28.5604527,77.1144078
35.56,CLIMB,59.73,8.62,-0.02,15.19,1.78,90,15.12,28.5604589,77.1143817
35.76,CLIMB,60.09,8.65,-0.02,15.18,1.78,90,15.15,28.5604631,77.1143641
36.06,CLIMB,60.62,8.62,-0.02,15.18,1.78,90,15.12,28.5604692,77.1143381
36.36,CLIMB,61.16,8.67,-0.02,15.19,1.78,90,15.17,28.5604753,77.1143123
36.66,CLIMB,61.69,8.64,-0.02,15.19,1.78,90,15.14,28.5604814,77.1142865
36.96,CLIMB,62.23,8.61,-0.02,15.20,1.78,90,15.11,28.5604875,77.1142606
37.26,CLIMB,62.77,8.61,-0.02,15.17,1.78,90,15.11,28.5604937,77.1142345
37.56,CLIMB,63.31,8.68,-0.02,15.14,1.78,90,15.18,28.5604998,77.1142084
37.76,CLIMB,63.67,8.64,-0.02,15.13,1.78,90,15.14,28.5605040,77.1141909
38.06,CLIMB,64.20,8.65,-0.02,15.13,1.78,90,15.15,28.5605101,77.1141648
38.36,CLIMB,64.74,8.58,-0.02,15.14,1.78,90,15.08,28.5605162,77.1141390
38.66,CLIMB,65.26,8.64,-0.02,15.15,1.78,90,15.14,28.5605223,77.1141132
38.96,CLIMB,65.79,8.64,-0.02,15.15,1.78,90,15.14,28.5605284,77.1140873
39.16,CLIMB,66.15,8.70,-0.02,15.16,1.78,90,15.20,28.5605325,77.1140700
39.46,CLIMB,66.68,8.68,-0.02,15.15,1.78,90,15.18,28.5605387,77.1140439
39.66,CLIMB,67.04,8.72,-0.02,15.15,1.78,90,15.22,28.5605428,77.1140265
39.96,CLIMB,67.57,8.66,-0.02,15.15,1.78,90,15.16,28.5605490,77.1140003
40.26,CLIMB,68.11,8.59,-0.02,15.17,1.78,90,15.09,28.5605551,77.1139744
40.46,CLIMB,68.48,8.70,-0.02,15.17,1.78,90,15.20,28.5605592,77.1139571
40.76,CLIMB,69.02,8.69,-0.02,15.19,1.78,90,15.19,28.5605653,77.1139313
41.06,CLIMB,69.55,8.58,-0.02,15.19,1.78,90,15.08,28.5605714,77.1139054
41.36,CLIMB,70.09,8.54,-0.02,15.19,1.79,90,15.04,28.5605776,77.1138793
41.66,CLIMB,70.63,8.64,-0.02,15.16,1.79,90,15.14,28.5605838,77.1138531
41.96,CLIMB,71.17,8.72,-0.02,15.14,1.78,90,15.22,28.5605900,77.1138269
42.26,CLIMB,71.71,8.54,-0.02,15.16,1.79,90,15.04,28.5605962,77.1138008
42.46,CLIMB,72.07,8.50,-0.02,15.17,1.79,90,15.00,28.5606003,77.1137835
42.76,CLIMB,72.61,8.65,-0.02,15.16,1.79,90,15.15,28.5606064,77.1137577
43.06,CLIMB,73.16,8.71,-0.02,15.16,1.79,90,15.21,28.5606125,77.1137318
43.26,CLIMB,73.51,8.72,-0.02,15.16,1.78,90,15.22,28.5606166,77.1137145
43.56,CLIMB,74.05,8.61,-0.02,15.16,1.79,90,15.11,28.5606228,77.1136883
43.76,CLIMB,74.41,8.65,-0.02,15.15,1.79,90,15.15,28.5606270,77.1136709
44.06,CLIMB,74.94,8.52,-0.02,15.14,1.79,90,15.02,28.5606332,77.1136447
44.36,CLIMB,75.47,8.58,-0.02,15.14,1.79,90,15.08,28.5606393,77.1136187
44.56,CLIMB,75.83,8.67,-0.02,15.13,1.78,90,15.17,28.5606434,77.1136015
44.86,CLIMB,76.37,8.71,-0.02,15.14,1.78,90,15.21,28.5606495,77.1135757
45.16,CLIMB,76.90,8.74,-0.02,15.16,1.78,90,15.24,28.5606557,77.1135498
45.46,CLIMB,77.44,8.63,-0.02,15.17,1.78,90,15.13,28.5606618,77.1135238
45.76,CLIMB,77.97,8.60,-0.02,15.16,1.79,90,15.10,28.5606680,77.1134977
46.06,CLIMB,78.51,8.60,-0.02,15.14,1.79,90,15.10,28.5606743,77.1134715
46.36,CLIMB,79.06,8.65,-0.02,15.14,1.79,90,15.15,28.5606805,77.1134453
46.56,CLIMB,79.42,8.63,-0.02,15.15,1.79,90,15.13,28.5606846,77.1134280
46.86,CLIMB,79.96,8.69,-0.02,15.17,1.79,90,15.19,28.5606907,77.1134022
47.16,CLIMB,80.50,8.67,-0.02,15.18,1.79,90,15.17,28.5606969,77.1133763
47.46,CLIMB,81.04,8.75,-0.02,15.19,1.79,90,15.25,28.5607030,77.1133504
47.76,CLIMB,81.58,8.64,-0.02,15.19,1.79,90,15.14,28.5607092,77.1133242
48.06,CLIMB,82.11,8.63,-0.02,15.18,1.79,90,15.13,28.5607155,77.1132981
48.36,CLIMB,82.65,8.62,-0.02,15.17,1.79,90,15.12,28.5607217,77.1132719
48.56,CLIMB,83.00,8.68,-0.02,15.17,1.79,90,15.18,28.5607258,77.1132547
48.86,CLIMB,83.54,8.69,-0.02,15.18,1.79,90,15.19,28.5607319,77.1132288
49.16,CLIMB,84.08,8.60,-0.01,15.19,1.79,90,15.10,28.5607381,77.1132030
49.46,CLIMB,84.62,8.64,-0.01,15.18,1.79,90,15.14,28.5607442,77.1131772
49.77,CLIMB,85.16,8.68,-0.01,15.17,1.79,90,15.18,28.5607504,77.1131512
50.06,CLIMB,85.70,8.60,-0.01,15.15,1.79,90,15.10,28.5607566,77.1131250
50.36,CLIMB,86.23,8.53,-0.01,15.14,1.79,90,15.03,28.5607629,77.1130989
50.66,CLIMB,86.76,8.66,-0.01,15.14,1.78,90,15.16,28.5607691,77.1130730
50.96,CLIMB,87.29,8.66,-0.01,15.15,1.78,90,15.16,28.5607752,77.1130471
51.26,CLIMB,87.82,8.67,-0.01,15.16,1.78,90,15.17,28.5607814,77.1130213
51.46,CLIMB,88.17,8.58,-0.01,15.17,1.78,90,15.08,28.5607855,77.1130040
51.76,CLIMB,88.70,8.56,-0.02,15.16,1.78,90,15.06,28.5607917,77.1129779
51.97,CLIMB,89.06,8.58,-0.02,15.14,1.78,90,15.08,28.5607959,77.1129605
52.26,CLIMB,89.59,8.56,-0.01,15.11,1.78,90,15.06,28.5608021,77.1129343
52.56,CLIMB,90.13,8.69,-0.01,15.10,1.78,90,15.14,28.5608084,77.1129081
52.76,CLIMB,90.49,8.71,-0.01,15.11,1.78,89,15.05,28.5608125,77.1128908
53.06,CLIMB,91.02,8.60,-0.01,15.11,1.77,89,14.71,28.5608187,77.1128649
53.36,CLIMB,91.55,8.60,-0.02,15.02,1.74,88,14.18,28.5608248,77.1128391
53.56,CLIMB,91.89,8.55,-0.02,14.87,1.71,88,13.73,28.5608289,77.1128219
53.86,CLIMB,92.40,8.64,-0.02,14.48,1.63,86,12.95,28.5608351,77.1127959
54.07,CLIMB,92.72,8.49,-0.03,14.09,1.56,86,12.41,28.5608393,77.1127786
54.37,CLIMB,93.15,8.56,-0.03,13.33,1.41,84,11.59,28.5608455,77.1127526
54.66,CLIMB,93.54,8.47,-0.04,12.36,1.23,83,10.80,28.5608516,77.1127267
54.96,CLIMB,93.88,8.43,-0.04,11.23,1.03,82,10.08,28.5608577,77.1127010
55.16,CLIMB,94.07,8.42,-0.05,10.40,0.89,81,9.67,28.5608618,77.1126838
55.46,CLIMB,94.30,8.44,-0.05,9.12,0.68,80,9.16,28.5608680,77.1126578
55.67,CLIMB,94.41,8.56,-0.05,8.27,0.55,80,8.90,28.5608721,77.1126402
55.96,CLIMB,94.53,8.59,-0.05,7.06,0.36,79,8.63,28.5608785,77.1126135
56.26,CLIMB,94.61,8.83,-0.05,6.02,0.21,79,8.46,28.5608850,77.1125861
56.46,CLIMB,94.64,8.94,-0.05,5.46,0.14,79,8.39,28.5608894,77.1125674
56.76,CLIMB,94.67,9.16,-0.05,4.86,0.06,79,8.33,28.5608961,77.1125390
57.07,CLIMB,94.68,9.32,-0.05,4.55,0.03,79,8.30,28.5609029,77.1125103
57.36,CLIMB,94.69,9.51,-0.05,4.50,0.05,79,8.28,28.5609098,77.1124811
57.66,CLIMB,94.72,9.60,-0.05,4.68,0.11,79,8.21,28.5609168,77.1124514
57.86,CLIMB,94.75,9.72,-0.05,4.91,0.17,78,8.14,28.5609216,77.1124311
58.16,CLIMB,94.82,9.90,-0.04,5.35,0.28,78,7.99,28.5609289,77.1124004
58.37,CLIMB,94.88,10.03,-0.04,5.68,0.36,78,7.84,28.5609338,77.1123798
58.66,CLIMB,95.01,10.06,-0.04,6.18,0.47,78,7.55,28.5609412,77.1123485
58.96,CLIMB,95.17,10.14,-0.04,6.65,0.56,77,7.18,28.5609485,77.1123176
59.16,CLIMB,95.30,10.10,-0.04,6.91,0.61,77,6.90,28.5609533,77.1122971
59.46,CLIMB,95.49,10.06,-0.04,7.16,0.65,76,6.46,28.5609606,77.1122665
59.77,CLIMB,95.69,9.98,-0.04,7.23,0.66,75,6.03,28.5609678,77.1122361
60.06,CLIMB,95.88,9.97,-0.05,7.11,0.62,75,5.59,28.5609750,77.1122057
60.37,CLIMB,96.06,9.83,-0.05,6.78,0.55,74,5.20,28.5609821,77.1121753
60.66,CLIMB,96.22,9.80,-0.05,6.29,0.45,73,4.87,28.5609893,77.1121449
60.96,CLIMB,96.34,9.76,-0.05,5.70,0.33,73,4.61,28.5609965,77.1121147
61.16,CLIMB,96.40,9.73,-0.05,5.28,0.25,73,4.49,28.5610012,77.1120948
61.46,CLIMB,96.45,9.75,-0.05,4.63,0.13,72,4.37,28.5610082,77.1120650
61.77,CLIMB,96.47,9.67,-0.05,4.01,0.01,72,4.32,28.5610152,77.1120352
62.06,CLIMB,96.45,9.75,-0.05,3.45,-0.09,72,4.37,28.5610224,77.1120050
62.36,CLIMB,96.41,9.94,-0.05,3.02,-0.16,73,4.46,28.5610296,77.1119743
62.57,CLIMB,96.37,9.92,-0.05,2.82,-0.19,73,4.54,28.5610345,77.1119537
62.86,CLIMB,96.31,10.03,-0.05,2.67,-0.21,73,4.67,28.5610418,77.1119224
63.17,CLIMB,96.25,10.10,-0.04,2.70,-0.20,73,4.80,28.5610492,77.1118912
63.46,CLIMB,96.19,10.26,-0.04,2.89,-0.15,73,4.92,28.5610566,77.1118599
63.76,CLIMB,96.15,10.29,-0.04,3.20,-0.08,73,5.00,28.5610640,77.1118284
64.07,CLIMB,96.14,10.40,-0.04,3.59,0.00,73,5.02,28.5610715,77.1117965
64.36,CLIMB,96.16,10.32,-0.04,4.01,0.09,73,5.00,28.5610791,77.1117644
64.67,CLIMB,96.19,10.35,-0.04,4.42,0.18,73,4.91,28.5610867,77.1117322
64.96,CLIMB,96.26,10.41,-0.04,4.79,0.25,73,4.77,28.5610943,77.1116999
65.26,CLIMB,96.34,10.43,-0.04,5.09,0.31,73,4.59,28.5611019,77.1116681
65.47,CLIMB,96.40,10.35,-0.04,5.23,0.33,73,4.47,28.5611068,77.1116470
65.76,CLIMB,96.50,10.27,-0.04,5.34,0.34,72,4.28,28.5611143,77.1116155
66.07,CLIMB,96.59,10.22,-0.04,5.32,0.33,72,4.07,28.5611217,77.1115842
66.36,CLIMB,96.69,10.20,-0.04,5.16,0.29,72,3.88,28.5611291,77.1115528
66.67,CLIMB,96.76,10.15,-0.04,4.89,0.23,71,3.74,28.5611365,77.1115215
66.96,CLIMB,96.82,10.15,-0.04,4.54,0.16,71,3.62,28.5611438,77.1114901
67.26,CLIMB,96.85,10.05,-0.04,4.17,0.08,71,3.56,28.5611512,77.1114590
67.47,CLIMB,96.86,10.01,-0.04,3.92,0.03,71,3.54,28.5611560,77.1114385
67.76,CLIMB,96.86,10.00,-0.04,3.55,-0.04,71,3.55,28.5611633,77.1114077
68.07,CLIMB,96.83,10.08,-0.04,3.23,-0.10,71,3.60,28.5611706,77.1113768
68.37,CLIMB,96.79,10.02,-0.04,2.97,-0.15,71,3.69,28.5611779,77.1113456
68.66,CLIMB,96.73,10.16,-0.04,2.79,-0.18,71,3.80,28.5611854,77.1113141
68.96,CLIMB,96.67,10.24,-0.03,2.74,-0.18,72,3.92,28.5611929,77.1112823
69.17,CLIMB,96.64,10.33,-0.03,2.77,-0.17,72,3.98,28.5611979,77.1112611
69.46,CLIMB,96.59,10.26,-0.04,2.90,-0.14,72,4.08,28.5612054,77.1112295
69.76,CLIMB,96.56,10.40,-0.04,3.11,-0.10,72,4.16,28.5612129,77.1111978
69.97,CLIMB,96.53,10.43,-0.04,3.28,-0.06,72,4.20,28.5612179,77.1111766
70.26,CLIMB,96.52,10.48,-0.03,3.56,-0.01,72,4.23,28.5612254,77.1111446
70.47,CLIMB,96.52,10.37,-0.03,3.74,0.03,72,4.23,28.5612305,77.1111233
70.76,CLIMB,96.53,10.46,-0.03,4.00,0.09,72,4.20,28.5612381,77.1110911
71.06,CLIMB,96.56,10.40,-0.03,4.23,0.13,72,4.14,28.5612457,77.1110587
71.27,CLIMB,96.59,10.39,-0.03,4.36,0.16,72,4.09,28.5612508,77.1110372
71.56,CLIMB,96.64,10.34,-0.04,4.54,0.19,72,3.99,28.5612583,77.1110054
71.87,CLIMB,96.69,10.33,-0.03,4.63,0.20,72,3.88,28.5612658,77.1109738
72.16,CLIMB,96.74,10.36,-0.03,4.63,0.19,72,3.77,28.5612732,77.1109424
72.47,CLIMB,96.80,10.31,-0.03,4.55,0.17,71,3.66,28.5612806,77.1109109
72.76,CLIMB,96.84,10.24,-0.03,4.38,0.13,71,3.57,28.5612881,77.1108793
73.06,CLIMB,96.88,10.28,-0.03,4.16,0.09,71,3.51,28.5612955,77.1108477
73.27,CLIMB,96.89,10.24,-0.03,4.00,0.06,71,3.48,28.5613005,77.1108267
73.56,CLIMB,96.89,10.18,-0.03,3.79,0.01,71,3.48,28.5613079,77.1107955
73.87,CLIMB,96.89,10.17,-0.03,3.58,-0.03,71,3.49,28.5613152,77.1107644
74.16,CLIMB,96.87,10.15,-0.03,3.40,-0.07,71,3.53,28.5613226,77.1107333
74.46,CLIMB,96.85,10.21,-0.03,3.24,-0.10,71,3.57,28.5613300,77.1107020
74.67,CLIMB,96.83,10.22,-0.03,3.16,-0.11,71,3.61,28.5613349,77.1106810
74.96,CLIMB,96.79,10.20,-0.03,3.07,-0.12,71,3.67,28.5613424,77.1106494
75.26,CLIMB,96.76,10.30,-0.03,3.05,-0.12,71,3.74,28.5613499,77.1106175
75.47,CLIMB,96.74,10.32,-0.03,3.08,-0.11,71,3.78,28.5613549,77.1105963
75.76,CLIMB,96.71,10.30,-0.03,3.18,-0.09,72,3.84,28.5613624,77.1105646
76.07,CLIMB,96.68,10.37,-0.03,3.33,-0.06,72,3.90,28.5613699,77.1105329
76.36,CLIMB,96.66,10.41,-0.03,3.49,-0.03,72,3.93,28.5613774,77.1105011
76.67,CLIMB,96.66,10.42,-0.03,3.66,0.01,72,3.94,28.5613849,77.1104691
76.96,CLIMB,96.66,10.40,-0.03,3.81,0.04,72,3.95,28.5613925,77.1104370
77.26,CLIMB,96.67,10.37,-0.03,3.95,0.07,72,3.93,28.5614001,77.1104047
77.47,CLIMB,96.68,10.42,-0.03,4.04,0.09,72,3.90,28.5614052,77.1103832
77.76,CLIMB,96.71,10.43,-0.03,4.16,0.11,72,3.84,28.5614127,77.1103514
78.07,CLIMB,96.74,10.36,-0.03,4.24,0.12,72,3.78,28.5614202,77.1103198
78.37,CLIMB,96.77,10.33,-0.03,4.26,0.12,71,3.72,28.5614276,77.1102883
