time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
246.68,LAND,AUTO,1,-35.3675474,149.1635100,76.12,11.99,12.84,-0.03,1.15,128.81,0.01,0.03,0.03,-3.83,-7.95,10.07,0.86,-0.86,56
246.88,LAND,AUTO,1,-35.3675615,149.1635321,75.95,12.00,12.82,-0.03,1.16,128.82,0.01,-0.07,0.03,-3.84,-7.94,10.06,0.86,-0.86,56
247.08,LAND,AUTO,1,-35.3675757,149.1635542,75.78,11.96,12.82,-0.03,1.13,128.83,0.02,-0.21,0.04,-3.84,-7.94,10.06,0.86,-0.86,56
247.28,LAND,AUTO,1,-35.3675899,149.1635762,75.61,12.04,12.81,-0.03,1.11,128.83,0.01,-0.11,0.04,-3.89,-7.93,10.05,0.87,-0.87,56
247.49,LAND,AUTO,1,-35.3676040,149.1635983,75.43,12.02,12.81,-0.03,1.10,128.83,0.02,0.02,0.04,-3.89,-7.93,10.05,0.87,-0.87,56
247.69,LAND,AUTO,1,-35.3676255,149.1636318,75.17,12.01,12.81,-0.03,1.12,128.83,0.02,0.11,0.03,-3.89,-7.93,10.05,0.87,-0.87,56
247.89,LAND,AUTO,1,-35.3676399,149.1636543,75.00,12.00,12.82,-0.03,1.12,128.82,0.03,0.06,0.04,-3.88,-7.94,10.06,0.87,-0.87,56
248.10,LAND,AUTO,1,-35.3676543,149.1636767,74.83,11.95,12.83,-0.03,1.11,128.81,0.01,0.03,0.03,-3.88,-7.95,10.07,0.87,-0.87,56
248.30,LAND,AUTO,1,-35.3676687,149.1636992,74.65,11.97,12.85,-0.03,1.09,128.80,0.02,-0.07,0.04,-3.88,-7.95,10.08,0.87,-0.87,56
248.50,LAND,AUTO,1,-35.3676830,149.1637215,74.48,12.02,12.85,-0.03,1.08,128.81,0.01,-0.03,0.04,-3.88,-7.96,10.08,0.87,-0.87,56
248.70,LAND,AUTO,1,-35.3676973,149.1637436,74.30,12.03,12.84,-0.03,1.09,128.81,0.01,0.01,0.04,-3.88,-7.95,10.08,0.87,-0.87,56
248.90,LAND,AUTO,1,-35.3677114,149.1637658,74.13,11.99,12.84,-0.03,1.11,128.82,0.01,0.05,0.04,-3.88,-7.95,10.07,0.87,-0.87,56
249.11,LAND,AUTO,1,-35.3677256,149.1637879,73.95,12.04,12.83,-0.03,1.12,128.83,0.01,0.03,0.04,-3.88,-7.95,10.07,0.87,-0.87,56
249.31,LAND,AUTO,1,-35.3677398,149.1638100,73.78,11.97,12.83,-0.03,1.13,128.83,0.02,0.02,0.03,-3.84,-7.94,10.06,0.86,-0.86,56
249.51,LAND,AUTO,1,-35.3677541,149.1638322,73.61,11.93,12.82,-0.03,1.13,128.84,0.02,-0.05,0.04,-3.84,-7.94,10.06,0.86,-0.86,56
249.72,LAND,AUTO,1,-35.3677684,149.1638545,73.44,11.92,12.83,-0.03,1.09,128.83,0.01,-0.13,0.04,-3.84,-7.95,10.06,0.86,-0.86,56
249.92,LAND,AUTO,1,-35.3677828,149.1638770,73.26,11.94,12.84,-0.03,1.05,128.82,0.02,-0.08,0.03,-3.83,-7.96,10.08,0.86,-0.86,56
250.13,LAND,AUTO,1,-35.3677973,149.1638995,73.08,11.97,12.86,-0.03,1.03,128.82,0.02,-0.02,0.04,-3.87,-7.97,10.09,0.87,-0.87,56
250.33,LAND,AUTO,1,-35.3678117,149.1639219,72.91,12.01,12.87,-0.03,1.03,128.81,0.01,0.11,0.04,-3.87,-7.97,10.10,0.87,-0.87,56
250.54,LAND,AUTO,1,-35.3678260,149.1639442,72.74,12.02,12.88,-0.03,1.06,128.81,0.01,0.14,0.03,-3.82,-7.98,10.10,0.86,-0.86,56
250.74,LAND,AUTO,1,-35.3678403,149.1639664,72.56,11.98,12.87,-0.03,1.09,128.82,0.02,0.09,0.04,-3.82,-7.97,10.10,0.86,-0.86,56
250.94,LAND,AUTO,1,-35.3678545,149.1639886,72.39,12.01,12.87,-0.03,1.10,128.83,0.01,-0.03,0.04,-3.83,-7.97,10.09,0.86,-0.86,56
251.15,LAND,AUTO,1,-35.3678687,149.1640107,72.21,12.03,12.86,-0.03,1.10,128.84,0.01,0.00,0.04,-3.83,-7.97,10.09,0.86,-0.86,56
251.35,LAND,AUTO,1,-35.3678830,149.1640329,72.04,11.99,12.85,-0.03,1.11,128.84,0.01,0.03,0.04,-3.83,-7.96,10.08,0.86,-0.86,56
251.56,LAND,AUTO,1,-35.3678972,149.1640550,71.86,12.03,12.85,-0.03,1.11,128.84,0.01,-0.02,0.04,-3.83,-7.96,10.08,0.86,-0.86,56
251.76,LAND,AUTO,1,-35.3679115,149.1640773,71.69,11.96,12.85,-0.03,1.10,128.85,0.01,-0.07,0.04,-3.83,-7.96,10.07,0.86,-0.86,56
251.97,LAND,AUTO,1,-35.3679259,149.1640997,71.52,11.97,12.85,-0.03,1.08,128.84,0.01,-0.03,0.03,-3.83,-7.96,10.08,0.86,-0.86,56
252.17,LAND,AUTO,1,-35.3679403,149.1641222,71.35,12.02,12.87,-0.03,1.06,128.83,0.01,-0.00,0.04,-3.83,-7.97,10.09,0.86,-0.86,56
252.37,LAND,AUTO,1,-35.3679548,149.1641447,71.18,12.03,12.88,-0.04,1.05,128.82,0.02,0.12,0.04,-3.82,-7.98,10.10,0.86,-0.86,56
252.58,LAND,AUTO,1,-35.3679692,149.1641671,71.00,11.98,12.88,-0.04,1.08,128.82,0.01,0.13,0.03,-3.82,-7.98,10.10,0.86,-0.86,56
252.78,LAND,AUTO,1,-35.3679835,149.1641893,70.83,11.99,12.88,-0.04,1.09,128.83,0.01,-0.02,0.03,-3.78,-7.98,10.10,0.85,-0.85,56
252.99,LAND,AUTO,1,-35.3679977,149.1642115,70.66,12.00,12.87,-0.04,1.09,128.84,0.01,-0.11,0.03,-3.78,-7.98,10.10,0.85,-0.85,56
253.19,LAND,AUTO,1,-35.3680191,149.1642448,70.40,12.05,12.87,-0.04,1.06,128.84,0.02,-0.07,0.03,-3.83,-7.97,10.09,0.86,-0.86,56
253.39,LAND,AUTO,1,-35.3680334,149.1642671,70.23,12.08,12.87,-0.04,1.06,128.85,0.02,-0.02,0.04,-3.83,-7.97,10.09,0.86,-0.86,56
253.60,LAND,AUTO,1,-35.3680477,149.1642893,70.06,12.07,12.86,-0.03,1.07,128.85,0.03,0.12,0.04,-3.83,-7.97,10.09,0.86,-0.86,56
253.80,LAND,AUTO,1,-35.3680621,149.1643117,69.88,12.08,12.87,-0.03,1.09,128.85,0.03,0.15,0.03,-3.83,-7.97,10.09,0.86,-0.86,56
254.01,LAND,AUTO,1,-35.3680765,149.1643342,69.71,12.02,12.88,-0.03,1.09,128.84,0.03,0.06,0.05,-3.82,-7.98,10.10,0.86,-0.86,56
254.21,LAND,AUTO,1,-35.3680910,149.1643568,69.53,12.09,12.89,-0.03,1.08,128.83,0.03,0.09,0.04,-3.82,-7.98,10.11,0.86,-0.86,56
254.42,LAND,AUTO,1,-35.3681055,149.1643794,69.36,12.06,12.90,-0.02,1.09,128.82,0.03,0.13,0.03,-3.77,-7.99,10.11,0.85,-0.85,56
254.62,LAND,AUTO,1,-35.3681199,149.1644018,69.19,12.08,12.90,-0.02,1.11,128.82,0.03,0.09,0.04,-3.77,-7.99,10.11,0.85,-0.85,56
254.83,LAND,AUTO,1,-35.3681342,149.1644241,69.02,12.07,12.89,-0.02,1.12,128.83,0.02,-0.03,0.04,-3.77,-7.99,10.11,0.85,-0.85,56
255.03,LAND,AUTO,1,-35.3681485,149.1644463,68.84,12.05,12.88,-0.02,1.11,128.83,0.01,-0.08,0.04,-3.78,-7.98,10.10,0.85,-0.85,56
255.24,LAND,AUTO,1,-35.3681627,149.1644685,68.67,11.99,12.87,-0.02,1.12,128.84,0.01,0.01,0.04,-3.78,-7.98,10.09,0.85,-0.85,56
255.44,LAND,AUTO,1,-35.3681770,149.1644906,68.50,12.01,12.86,-0.02,1.11,128.85,0.02,-0.09,0.04,-3.78,-7.97,10.09,0.85,-0.85,56
255.65,LAND,AUTO,1,-35.3681912,149.1645128,68.33,12.01,12.86,-0.02,1.10,128.85,0.01,-0.06,0.04,-3.83,-7.97,10.08,0.86,-0.86,56
255.85,LAND,AUTO,1,-35.3682056,149.1645352,68.15,11.97,12.86,-0.02,1.10,128.85,0.03,0.01,0.04,-3.83,-7.97,10.08,0.86,-0.86,56
256.05,LAND,AUTO,1,-35.3682200,149.1645576,67.98,11.96,12.87,-0.02,1.07,128.85,0.01,-0.06,0.04,-3.82,-7.98,10.09,0.86,-0.86,56
256.26,LAND,AUTO,1,-35.3682345,149.1645801,67.81,11.99,12.88,-0.02,1.04,128.84,0.02,-0.09,0.04,-3.82,-7.98,10.10,0.86,-0.86,56
256.46,LAND,AUTO,1,-35.3682490,149.1646026,67.63,11.98,12.89,-0.02,1.02,128.83,0.01,0.01,0.04,-3.82,-7.99,10.11,0.86,-0.86,56
256.66,LAND,AUTO,1,-35.3682634,149.1646250,67.46,11.97,12.90,-0.02,1.02,128.83,0.01,0.03,0.04,-3.82,-8.00,10.11,0.86,-0.86,56
256.87,LAND,AUTO,1,-35.3682777,149.1646473,67.29,12.05,12.90,-0.02,1.02,128.84,0.01,-0.06,0.04,-3.82,-8.00,10.11,0.86,-0.86,56
257.07,LAND,AUTO,1,-35.3682920,149.1646695,67.11,12.05,12.89,-0.02,1.02,128.85,0.00,-0.02,0.04,-3.82,-7.99,10.11,0.86,-0.86,56
257.28,LAND,AUTO,1,-35.3683062,149.1646917,66.94,12.10,12.89,-0.02,1.04,128.86,0.01,0.08,0.04,-3.86,-7.99,10.10,0.87,-0.87,56
257.48,LAND,AUTO,1,-35.3683205,149.1647138,66.76,12.08,12.88,-0.02,1.08,128.86,0.02,0.17,0.04,-3.86,-7.99,10.10,0.87,-0.87,56
257.69,LAND,AUTO,1,-35.3683347,149.1647360,66.58,12.10,12.87,-0.02,1.11,128.87,0.02,0.12,0.04,-3.82,-7.98,10.09,0.86,-0.86,56
257.89,LAND,AUTO,1,-35.3683490,149.1647582,66.41,12.07,12.86,-0.02,1.13,128.88,0.01,0.12,0.04,-3.83,-7.98,10.08,0.86,-0.86,56
258.10,LAND,AUTO,1,-35.3683706,149.1647918,66.14,12.05,12.86,-0.02,1.14,128.87,0.02,0.05,0.04,-3.83,-7.98,10.08,0.86,-0.86,56
258.30,LAND,AUTO,1,-35.3683851,149.1648143,65.97,12.07,12.87,-0.02,1.14,128.87,0.02,0.11,0.04,-3.82,-7.98,10.09,0.86,-0.86,56
258.50,LAND,AUTO,1,-35.3683995,149.1648368,65.81,12.12,12.88,-0.02,1.14,128.86,0.02,0.09,0.04,-3.78,-7.99,10.09,0.85,-0.85,56
258.70,LAND,AUTO,1,-35.3684140,149.1648593,65.64,12.07,12.85,-0.02,0.87,128.85,0.02,-5.08,0.04,-3.92,-7.97,10.07,0.88,-0.88,44
258.91,LAND,AUTO,1,-35.3684283,149.1648814,65.44,12.04,12.75,-0.61,-1.96,128.52,-6.55,-20.78,-2.95,-5.38,-7.95,9.96,1.20,-1.20,25
259.11,LAND,AUTO,1,-35.3684425,149.1649032,65.12,12.05,12.71,-2.33,-7.03,127.95,-9.97,-27.47,-3.75,-8.77,-7.94,9.92,1.96,-1.96,5
259.32,LAND,AUTO,1,-35.3684567,149.1649250,64.62,12.11,12.73,-4.39,-12.44,127.50,-11.17,-23.66,-3.78,-13.14,-7.94,9.94,2.97,-2.97,0
261.59,LAND,AUTO,1,-35.3684567,149.1649250,64.62,12.11,12.73,-4.39,-12.44,127.50,-11.17,-23.66,-3.78,-13.14,-7.94,9.94,2.97,-2.97,0
261.79,LAND,AUTO,1,-35.3684709,149.1649469,63.91,12.25,12.82,-6.57,-15.37,126.99,-11.71,-6.98,-3.86,-17.26,-7.94,10.05,3.98,-3.98,0
262.00,LAND,AUTO,1,-35.3684922,149.1649807,62.54,12.69,13.18,-9.78,-15.13,125.64,-11.99,8.17,-4.29,-20.26,-7.96,10.49,4.86,-4.86,0
262.20,LAND,AUTO,1,-35.3685065,149.1650045,61.54,13.08,13.53,-11.83,-12.44,124.15,-11.87,18.69,-4.74,-19.95,-7.91,10.97,4.91,-4.91,0
262.41,LAND,AUTO,1,-35.3685206,149.1650296,60.59,13.38,13.89,-13.81,-8.48,122.17,-11.50,22.93,-5.23,-17.89,-7.72,11.53,4.48,-4.48,9
262.61,LAND,AUTO,1,-35.3685343,149.1650559,59.76,13.49,14.13,-15.81,-4.21,119.86,-10.94,23.68,-5.72,-14.68,-7.33,12.07,3.70,-3.70,21
262.82,LAND,AUTO,1,-35.3685470,149.1650834,59.12,13.49,14.19,-17.84,-0.17,117.36,-10.28,22.32,-6.24,-10.85,-6.73,12.49,2.72,-2.72,33
263.02,LAND,AUTO,1,-35.3685584,149.1651114,58.69,13.42,14.07,-19.90,3.25,114.79,-9.55,18.48,-6.75,-7.05,-5.96,12.74,1.74,-1.74,43
263.23,LAND,AUTO,1,-35.3685683,149.1651396,58.43,13.19,13.81,-21.93,5.77,112.30,-8.79,14.43,-7.30,-3.81,-5.09,12.83,0.92,-0.92,52
263.43,LAND,AUTO,1,-35.3685765,149.1651679,58.33,12.97,13.53,-23.89,7.58,109.86,-7.94,12.23,-7.85,-1.36,-4.22,12.85,0.32,-0.32,58
263.64,LAND,AUTO,1,-35.3685831,149.1651960,58.32,12.73,13.27,-25.73,9.05,107.35,-6.93,11.48,-8.35,0.39,-3.37,12.83,-0.09,0.09,61
263.84,LAND,AUTO,1,-35.3685883,149.1652241,58.37,12.52,13.03,-27.42,10.17,104.82,-5.84,9.59,-8.86,1.63,-2.54,12.77,-0.37,0.37,63
264.05,LAND,AUTO,1,-35.3685920,149.1652521,58.47,12.33,12.81,-28.91,10.78,102.38,-4.72,7.39,-9.34,2.33,-1.73,12.68,-0.52,0.52,64
264.25,LAND,AUTO,1,-35.3685944,149.1652799,58.58,12.08,12.62,-30.18,10.95,100.03,-3.57,5.76,-9.81,2.45,-0.98,12.58,-0.54,0.54,65
264.45,LAND,AUTO,1,-35.3685954,149.1653075,58.69,11.92,12.47,-31.21,10.80,97.74,-2.48,4.69,-10.29,2.11,-0.27,12.46,-0.46,0.46,65
264.66,LAND,AUTO,1,-35.3685952,149.1653351,58.77,11.72,12.37,-32.02,10.43,95.45,-1.51,4.32,-10.78,1.48,0.39,12.35,-0.32,0.32,66
264.86,LAND,AUTO,1,-35.3685939,149.1653624,58.82,11.65,12.29,-32.65,9.96,93.10,-0.66,4.32,-11.24,0.65,1.03,12.24,-0.14,0.14,65
265.06,LAND,AUTO,1,-35.3685914,149.1653895,58.83,11.47,12.23,-33.12,9.45,90.67,0.06,4.53,-11.67,-0.23,1.64,12.11,0.05,-0.05,66
265.26,LAND,AUTO,1,-35.3685881,149.1654161,58.80,11.41,12.19,-33.45,8.96,88.11,0.60,5.22,-12.06,-1.13,2.24,11.97,0.24,-0.24,66
265.47,LAND,AUTO,1,-35.3685835,149.1654422,58.74,11.42,12.16,-33.69,8.55,85.38,0.95,6.02,-12.41,-1.93,2.84,11.82,0.41,-0.41,67
265.67,LAND,AUTO,1,-35.3685780,149.1654679,58.64,11.35,12.15,-33.88,8.26,82.49,1.17,7.25,-12.70,-2.59,3.44,11.65,0.55,-0.55,67
265.88,LAND,AUTO,1,-35.3685714,149.1654931,58.52,11.32,12.15,-34.06,8.14,79.42,1.23,8.29,-12.94,-3.06,4.05,11.45,0.65,-0.65,68
266.08,LAND,AUTO,1,-35.3685636,149.1655179,58.39,11.32,12.17,-34.25,8.11,76.24,1.25,8.91,-13.10,-3.29,4.67,11.24,0.70,-0.70,69
266.28,LAND,AUTO,1,-35.3685548,149.1655423,58.25,11.31,12.20,-34.44,8.14,72.99,1.31,9.26,-13.16,-3.38,5.30,10.99,0.72,-0.72,70
266.49,LAND,AUTO,1,-35.3685447,149.1655662,58.11,11.38,12.25,-34.64,8.19,69.71,1.32,9.43,-13.19,-3.32,5.94,10.71,0.71,-0.71,70
266.69,LAND,AUTO,1,-35.3685334,149.1655896,57.97,11.48,12.31,-34.85,8.22,66.46,1.29,9.31,-13.20,-3.26,6.57,10.40,0.70,-0.70,71
266.89,LAND,AUTO,1,-35.3685209,149.1656123,57.83,11.52,12.38,-35.08,8.24,63.21,1.23,9.46,-13.20,-3.15,7.20,10.06,0.68,-0.68,71
267.10,LAND,AUTO,1,-35.3685002,149.1656449,57.63,11.49,12.49,-35.45,8.33,58.26,1.15,9.79,-13.20,-2.98,8.11,9.48,0.65,-0.65,72
267.30,LAND,AUTO,1,-35.3684851,149.1656653,57.51,11.64,12.54,-35.70,8.35,54.95,1.08,9.25,-13.20,-2.88,8.69,9.03,0.63,-0.63,72
267.51,LAND,AUTO,1,-35.3684691,149.1656845,57.39,11.70,12.59,-35.94,8.24,51.71,1.01,8.60,-13.20,-2.82,9.23,8.55,0.62,-0.62,72
267.71,LAND,AUTO,1,-35.3684523,149.1657026,57.28,11.79,12.63,-36.18,8.06,48.51,0.95,8.51,-13.21,-2.86,9.74,8.04,0.63,-0.63,72
267.92,LAND,AUTO,1,-35.3684345,149.1657196,57.16,11.86,12.68,-36.43,7.91,45.29,0.92,9.04,-13.21,-2.94,10.21,7.51,0.65,-0.65,71
268.12,LAND,AUTO,1,-35.3684159,149.1657354,57.03,11.87,12.71,-36.68,7.83,42.01,0.99,9.22,-13.20,-3.11,10.65,6.94,0.69,-0.69,70
268.32,LAND,AUTO,1,-35.3683966,149.1657499,56.89,11.84,12.73,-36.89,7.68,38.79,1.17,8.67,-13.15,-3.28,11.04,6.33,0.73,-0.73,69
268.53,LAND,AUTO,1,-35.3683762,149.1657633,56.73,11.91,12.76,-37.04,7.42,35.67,1.40,7.96,-13.09,-3.54,11.41,5.70,0.79,-0.79,69
268.73,LAND,AUTO,1,-35.3683553,149.1657752,56.56,11.91,12.80,-37.12,7.11,32.63,1.78,8.04,-12.97,-3.89,11.75,5.06,0.87,-0.87,68
268.94,LAND,AUTO,1,-35.3683337,149.1657857,56.38,11.99,12.83,-37.10,6.85,29.59,2.22,8.16,-12.82,-4.23,12.05,4.41,0.95,-0.95,68
269.14,LAND,AUTO,1,-35.3683117,149.1657948,56.17,12.02,12.86,-36.97,6.61,26.58,2.65,8.07,-12.64,-4.62,12.30,3.74,1.04,-1.04,67
269.35,LAND,AUTO,1,-35.3682894,149.1658023,55.96,12.01,12.88,-36.73,6.40,23.56,3.06,8.18,-12.44,-4.93,12.50,3.06,1.11,-1.11,66
269.55,LAND,AUTO,1,-35.3682670,149.1658083,55.73,12.05,12.89,-36.38,6.26,20.56,3.46,8.13,-12.20,-5.23,12.66,2.37,1.18,-1.18,66
269.75,LAND,AUTO,1,-35.3682443,149.1658127,55.49,12.02,12.89,-35.94,6.12,17.63,3.83,7.80,-11.85,-5.46,12.77,1.68,1.23,-1.23,65
269.96,LAND,AUTO,1,-35.3682215,149.1658157,55.24,12.08,12.89,-35.42,6.01,14.81,4.18,7.45,-11.38,-5.67,12.85,0.98,1.28,-1.28,65
270.16,LAND,AUTO,1,-35.3681986,149.1658171,54.99,12.14,12.89,-34.81,5.92,12.15,4.45,6.99,-10.72,-5.89,12.89,0.29,1.33,-1.33,65
270.36,LAND,AUTO,1,-35.3681756,149.1658170,54.72,12.18,12.90,-34.14,5.89,9.65,4.65,6.76,-9.90,-6.11,12.88,-0.38,1.38,-1.38,64
270.57,LAND,AUTO,1,-35.3681525,149.1658155,54.44,12.17,12.89,-33.42,5.93,7.30,4.87,6.49,-9.19,-6.29,12.84,-1.04,1.42,-1.42,64
270.77,LAND,AUTO,1,-35.3681293,149.1658126,54.15,12.15,12.89,-32.63,6.01,5.09,5.40,6.23,-8.96,-6.37,12.78,-1.68,1.44,-1.44,64
270.97,LAND,AUTO,1,-35.3681063,149.1658082,53.85,12.13,12.89,-31.70,6.04,2.95,6.23,5.62,-9.03,-6.37,12.69,-2.26,1.44,-1.44,64
271.18,LAND,AUTO,1,-35.3680833,149.1658027,53.56,12.18,12.89,-30.58,6.00,0.85,7.11,4.96,-9.08,-6.24,12.58,-2.80,1.41,-1.41,65
271.38,LAND,AUTO,1,-35.3680606,149.1657960,53.28,12.11,12.88,-29.29,5.90,-1.19,7.78,4.58,-9.01,-6.07,12.45,-3.28,1.37,-1.37,64
271.59,LAND,AUTO,1,-35.3680384,149.1657884,53.01,12.08,12.85,-27.88,5.80,-3.20,8.18,3.94,-8.83,-5.82,12.30,-3.71,1.31,-1.31,64
271.79,LAND,AUTO,1,-35.3680165,149.1657799,52.76,12.08,12.81,-26.39,5.61,-5.10,8.31,3.08,-8.59,-5.58,12.13,-4.10,1.25,-1.25,64
271.99,LAND,AUTO,1,-35.3679950,149.1657707,52.52,12.03,12.77,-24.89,5.37,-6.90,8.23,2.48,-8.31,-5.37,11.97,-4.44,1.20,-1.20,63
272.20,LAND,AUTO,1,-35.3679632,149.1657556,52.17,11.99,12.71,-22.67,4.95,-9.42,7.85,1.72,-7.90,-5.08,11.73,-4.87,1.13,-1.13,63
272.40,LAND,AUTO,1,-35.3679423,149.1657447,51.95,11.99,12.67,-21.26,4.65,-11.00,7.50,1.37,-7.70,-4.97,11.58,-5.12,1.10,-1.10,62
272.60,LAND,AUTO,1,-35.3679215,149.1657332,51.73,11.96,12.64,-19.91,4.31,-12.53,7.14,1.01,-7.62,-4.84,11.45,-5.34,1.07,-1.07,62
272.81,LAND,AUTO,1,-35.3679008,149.1657213,51.52,11.99,12.62,-18.63,3.99,-14.05,6.82,1.13,-7.80,-4.76,11.34,-5.53,1.05,-1.05,61
273.01,LAND,AUTO,1,-35.3678803,149.1657089,51.31,11.97,12.60,-17.40,3.69,-15.65,6.63,1.10,-8.25,-4.63,11.24,-5.68,1.02,-1.02,60
273.21,LAND,AUTO,1,-35.3678599,149.1656962,51.11,11.89,12.58,-16.20,3.38,-17.34,6.42,0.97,-8.63,-4.50,11.16,-5.80,0.99,-0.99,60
273.42,LAND,AUTO,1,-35.3678398,149.1656833,50.91,11.83,12.56,-15.07,3.08,-19.04,5.84,0.79,-8.44,-4.37,11.08,-5.90,0.96,-0.96,59
273.62,LAND,AUTO,1,-35.3678199,149.1656703,50.72,11.81,12.54,-14.08,2.79,-20.67,4.86,0.48,-7.93,-4.29,11.00,-6.00,0.94,-0.94,59
273.82,LAND,AUTO,1,-35.3678002,149.1656571,50.54,11.80,12.53,-13.29,2.49,-22.19,3.75,0.25,-7.37,-4.25,10.93,-6.11,0.93,-0.93,58
274.02,LAND,AUTO,1,-35.3677807,149.1656436,50.35,11.83,12.52,-12.70,2.22,-23.60,2.77,0.29,-6.86,-4.30,10.86,-6.22,0.94,-0.94,58
274.22,LAND,AUTO,1,-35.3677613,149.1656299,50.16,11.78,12.52,-12.27,1.99,-24.91,2.03,0.29,-6.38,-4.34,10.79,-6.35,0.95,-0.95,58
274.43,LAND,AUTO,1,-35.3677419,149.1656159,49.97,11.81,12.53,-11.96,1.78,-26.13,1.53,0.28,-5.96,-4.43,10.71,-6.48,0.97,-0.97,58
274.63,LAND,AUTO,1,-35.3677227,149.1656015,49.77,11.89,12.54,-11.72,1.62,-27.28,1.24,0.52,-5.57,-4.52,10.64,-6.63,0.99,-0.99,57
274.83,LAND,AUTO,1,-35.3677035,149.1655866,49.56,11.87,12.56,-11.51,1.51,-28.37,1.14,0.75,-5.22,-4.60,10.56,-6.79,1.01,-1.01,57
275.04,LAND,AUTO,1,-35.3676844,149.1655713,49.35,11.83,12.59,-11.30,1.47,-29.40,1.49,0.93,-4.79,-4.64,10.48,-6.95,1.02,-1.02,57
275.24,LAND,AUTO,1,-35.3676653,149.1655556,49.13,11.86,12.62,-10.89,1.46,-30.30,2.77,0.83,-4.05,-4.62,10.41,-7.13,1.02,-1.02,55
275.44,LAND,AUTO,1,-35.3676465,149.1655396,48.91,11.84,12.56,-10.18,1.25,-31.00,4.34,-1.87,-3.27,-5.15,10.25,-7.24,1.13,-1.13,37
275.65,LAND,AUTO,1,-35.3676281,149.1655234,48.66,11.77,12.48,-9.17,0.49,-31.46,5.70,-3.38,-2.66,-6.41,10.11,-7.30,1.40,-1.40,28
275.85,LAND,AUTO,1,-35.3676100,149.1655073,48.34,11.81,12.42,-7.89,0.26,-31.91,6.91,1.55,-2.15,-7.48,9.99,-7.36,1.63,-1.63,29
276.06,LAND,AUTO,1,-35.3675922,149.1654911,48.00,11.77,12.35,-6.40,1.04,-32.38,7.88,5.70,-1.62,-7.89,9.89,-7.39,1.71,-1.71,30
276.26,LAND,AUTO,1,-35.3675746,149.1654748,47.67,11.75,12.27,-4.75,2.28,-32.78,8.56,6.47,-1.10,-7.53,9.78,-7.39,1.62,-1.62,31
276.46,LAND,AUTO,1,-35.3675571,149.1654586,47.37,11.66,12.14,-3.01,3.52,-33.03,8.91,6.13,-0.59,-6.76,9.67,-7.34,1.44,-1.44,32
276.67,LAND,AUTO,1,-35.3675399,149.1654426,47.10,11.49,11.98,-1.23,4.67,-33.15,8.96,5.29,-0.12,-5.72,9.55,-7.22,1.20,-1.20,43
276.87,LAND,AUTO,1,-35.3675227,149.1654268,46.90,11.40,11.86,0.57,5.62,-33.13,8.87,4.61,0.33,-4.01,9.50,-7.08,0.83,-0.83,57
277.07,LAND,AUTO,1,-35.3675055,149.1654112,46.77,11.29,11.77,2.32,6.70,-32.99,8.52,6.06,0.86,-2.48,9.51,-6.93,0.51,-0.51,55
277.28,LAND,AUTO,1,-35.3674882,149.1653960,46.70,11.10,11.63,3.98,7.57,-32.73,7.82,2.59,1.33,-1.33,9.49,-6.72,0.27,-0.27,54
277.48,LAND,AUTO,1,-35.3674709,149.1653813,46.66,10.98,11.47,5.49,7.49,-32.43,6.93,-2.07,1.72,-0.80,9.47,-6.47,0.16,-0.16,52
277.69,LAND,AUTO,1,-35.3674538,149.1653672,46.63,10.86,11.32,6.80,6.81,-32.12,5.93,-3.59,2.09,-1.06,9.45,-6.22,0.21,-0.21,50
277.89,LAND,AUTO,1,-35.3674369,149.1653537,46.58,10.70,11.17,7.91,6.09,-31.75,4.87,-2.96,2.46,-1.85,9.44,-5.96,0.36,-0.36,48
278.10,LAND,AUTO,1,-35.3674200,149.1653409,46.48,10.54,11.04,8.81,5.53,-31.29,3.85,-2.04,2.84,-2.85,9.44,-5.71,0.55,-0.55,47
278.30,LAND,AUTO,1,-35.3673946,149.1653227,46.26,10.35,10.87,9.81,4.91,-30.43,2.46,-1.22,3.44,-4.32,9.46,-5.34,0.82,-0.82,46
278.51,LAND,AUTO,1,-35.3673777,149.1653112,46.07,10.17,10.77,10.27,4.62,-29.74,1.68,-0.49,3.82,-5.20,9.48,-5.10,0.98,-0.98,47
278.71,LAND,AUTO,1,-35.3673606,149.1653002,45.86,10.17,10.70,10.59,4.46,-28.96,1.05,0.20,4.18,-5.87,9.52,-4.87,1.10,-1.10,47
278.92,LAND,AUTO,1,-35.3673434,149.1652896,45.63,10.08,10.64,10.80,4.40,-28.08,0.54,0.87,4.51,-6.38,9.57,-4.64,1.19,-1.19,48
279.12,LAND,AUTO,1,-35.3673261,149.1652795,45.38,10.02,10.60,10.94,4.46,-27.12,0.16,1.53,4.78,-6.73,9.63,-4.41,1.25,-1.25,49
279.33,LAND,AUTO,1,-35.3673085,149.1652699,45.12,10.00,10.58,11.02,4.59,-26.10,-0.11,1.79,5.02,-6.85,9.70,-4.20,1.27,-1.27,49
279.53,LAND,AUTO,1,-35.3672908,149.1652607,44.86,10.03,10.56,11.05,4.74,-25.04,-0.33,1.87,5.19,-6.86,9.77,-3.98,1.27,-1.27,50
