time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
74.43,CRUISE,MANUAL,0,-35.3632862,149.1594959,90.39,7.62,8.23,2.58,9.40,-104.38,-0.19,-1.38,1.56,-7.21,-2.02,-7.97,1.04,-1.04,64
74.64,CRUISE,MANUAL,0,-35.3632899,149.1594781,90.17,7.67,8.31,2.58,9.11,-104.08,-0.21,-1.26,1.56,-7.28,-1.99,-8.06,1.06,-1.06,65
74.84,CRUISE,MANUAL,0,-35.3632935,149.1594600,89.96,7.75,8.41,2.58,8.85,-103.78,-0.22,-1.11,1.56,-7.19,-1.97,-8.17,1.06,-1.06,65
75.05,CRUISE,MANUAL,0,-35.3632972,149.1594416,89.74,7.74,8.53,2.58,8.62,-103.48,-0.23,-0.92,1.54,-7.02,-1.96,-8.30,1.05,-1.05,66
75.25,CRUISE,MANUAL,0,-35.3633008,149.1594231,89.53,7.96,8.66,2.57,8.43,-103.19,-0.23,-0.71,1.52,-6.85,-1.94,-8.44,1.04,-1.04,67
75.46,CRUISE,MANUAL,0,-35.3633043,149.1594043,89.33,8.09,8.80,2.56,8.30,-102.90,-0.23,-0.49,1.50,-6.55,-1.93,-8.58,1.01,-1.01,67
75.66,CRUISE,MANUAL,0,-35.3633079,149.1593853,89.13,8.17,8.94,2.55,8.22,-102.61,-0.24,-0.23,1.47,-6.19,-1.91,-8.73,0.97,-0.97,68
75.87,CRUISE,MANUAL,0,-35.3633113,149.1593660,88.95,8.28,9.09,2.53,8.19,-102.33,-0.24,0.03,1.44,-5.78,-1.90,-8.88,0.92,-0.92,68
76.07,CRUISE,MANUAL,0,-35.3633148,149.1593464,88.77,8.40,9.23,2.52,8.22,-102.05,-0.25,0.29,1.40,-5.33,-1.88,-9.03,0.86,-0.86,69
76.28,CRUISE,MANUAL,0,-35.3633183,149.1593264,88.61,8.63,9.37,2.50,8.29,-101.78,-0.27,0.56,1.37,-4.82,-1.87,-9.18,0.79,-0.79,69
76.48,CRUISE,MANUAL,0,-35.3633217,149.1593061,88.45,8.77,9.51,2.48,8.42,-101.51,-0.29,0.82,1.33,-4.27,-1.85,-9.33,0.71,-0.71,70
76.68,CRUISE,MANUAL,0,-35.3633251,149.1592852,88.32,8.80,9.65,2.45,8.59,-101.25,-0.32,1.06,1.29,-3.74,-1.83,-9.47,0.63,-0.63,70
76.89,CRUISE,CRUISE,1,-35.3633285,149.1592640,88.20,8.99,9.78,2.41,8.81,-101.00,-0.35,1.29,1.25,-3.16,-1.82,-9.61,0.54,-0.54,70
77.10,CRUISE,MANUAL,0,-35.3633336,149.1592317,88.07,9.09,9.96,2.35,9.21,-100.63,-0.41,1.59,1.19,-2.24,-1.78,-9.79,0.39,-0.39,71
77.30,CRUISE,MANUAL,0,-35.3633369,149.1592098,88.00,9.26,10.06,2.29,9.52,-100.39,-0.46,1.70,1.14,-1.65,-1.76,-9.90,0.29,-0.29,71
77.51,CRUISE,MANUAL,0,-35.3633401,149.1591879,87.96,9.35,10.13,2.23,9.86,-100.16,-0.51,1.77,1.10,-1.07,-1.73,-9.98,0.19,-0.19,71
77.71,CRUISE,CRUISE,1,-35.3633433,149.1591659,87.93,9.35,10.19,2.15,10.22,-99.95,-0.56,1.82,1.05,-0.56,-1.71,-10.04,0.10,-0.10,71
77.91,CRUISE,CRUISE,1,-35.3633464,149.1591439,87.92,9.42,10.22,2.07,10.59,-99.74,-0.60,1.86,1.00,-0.00,-1.68,-10.08,0.00,-0.00,71
78.12,CRUISE,MANUAL,0,-35.3633494,149.1591219,87.94,9.50,10.25,1.97,10.96,-99.55,-0.66,1.87,0.95,0.45,-1.65,-10.11,-0.08,0.08,71
78.33,CRUISE,MANUAL,0,-35.3633524,149.1590997,87.97,9.53,10.25,1.87,11.33,-99.36,-0.71,1.85,0.90,0.89,-1.62,-10.12,-0.16,0.16,71
78.53,CRUISE,MANUAL,0,-35.3633554,149.1590776,88.01,9.51,10.25,1.75,11.69,-99.19,-0.76,1.82,0.84,1.34,-1.59,-10.12,-0.24,0.24,71
78.74,CRUISE,CRUISE,1,-35.3633583,149.1590552,88.07,9.42,10.23,1.62,12.04,-99.02,-0.81,1.76,0.78,1.74,-1.56,-10.11,-0.31,0.31,71
78.94,CRUISE,CRUISE,1,-35.3633612,149.1590328,88.14,9.42,10.21,1.48,12.37,-98.86,-0.85,1.69,0.73,2.08,-1.53,-10.09,-0.37,0.37,71
79.15,CRUISE,MANUAL,0,-35.3633641,149.1590104,88.22,9.37,10.18,1.34,12.68,-98.72,-0.88,1.60,0.66,2.36,-1.51,-10.06,-0.42,0.42,70
79.35,CRUISE,MANUAL,0,-35.3633668,149.1589881,88.31,9.32,10.13,1.18,12.98,-98.59,-0.91,1.50,0.61,2.54,-1.48,-10.02,-0.45,0.45,70
79.56,CRUISE,MANUAL,0,-35.3633695,149.1589661,88.41,9.32,10.07,1.02,13.27,-98.47,-0.94,1.37,0.54,2.73,-1.46,-9.96,-0.48,0.48,70
79.76,CRUISE,CRUISE,1,-35.3633722,149.1589444,88.52,9.33,9.99,0.85,13.53,-98.38,-0.95,1.24,0.47,2.87,-1.44,-9.88,-0.50,0.50,70
79.96,CRUISE,CRUISE,1,-35.3633748,149.1589229,88.63,9.30,9.91,0.68,13.77,-98.30,-0.95,1.09,0.40,2.95,-1.42,-9.80,-0.51,0.51,69
80.17,CRUISE,MANUAL,0,-35.3633774,149.1589016,88.73,9.20,9.82,0.50,13.98,-98.23,-0.95,0.93,0.33,2.98,-1.41,-9.71,-0.51,0.51,69
80.37,CRUISE,MANUAL,0,-35.3633799,149.1588805,88.84,9.10,9.72,0.32,14.15,-98.18,-0.94,0.77,0.25,2.94,-1.39,-9.62,-0.50,0.50,69
80.58,CRUISE,MANUAL,0,-35.3633825,149.1588595,88.94,9.01,9.63,0.14,14.29,-98.15,-0.92,0.61,0.17,2.86,-1.38,-9.52,-0.48,0.48,68
80.78,CRUISE,CRUISE,1,-35.3633850,149.1588387,89.04,8.89,9.53,-0.03,14.39,-98.13,-0.90,0.44,0.09,2.76,-1.37,-9.43,-0.46,0.46,68
80.99,CRUISE,CRUISE,1,-35.3633875,149.1588179,89.13,8.77,9.44,-0.21,14.46,-98.12,-0.86,0.27,0.00,2.55,-1.37,-9.34,-0.42,0.42,68
81.19,CRUISE,MANUAL,0,-35.3633900,149.1587973,89.21,8.76,9.36,-0.39,14.48,-98.13,-0.82,0.11,-0.08,2.33,-1.37,-9.25,-0.38,0.38,67
81.40,CRUISE,MANUAL,0,-35.3633938,149.1587667,89.31,8.56,9.24,-0.64,14.46,-98.18,-0.75,-0.10,-0.20,1.92,-1.38,-9.13,-0.31,0.31,67
81.60,CRUISE,MANUAL,0,-35.3633964,149.1587467,89.37,8.58,9.15,-0.80,14.43,-98.24,-0.69,-0.26,-0.28,1.63,-1.38,-9.04,-0.26,0.26,67
81.81,CRUISE,CRUISE,1,-35.3633989,149.1587269,89.42,8.46,9.07,-0.95,14.36,-98.31,-0.63,-0.39,-0.37,1.26,-1.39,-8.96,-0.20,0.20,67
82.01,CRUISE,CRUISE,1,-35.3634014,149.1587074,89.46,8.31,9.00,-1.09,14.28,-98.40,-0.57,-0.50,-0.45,0.96,-1.40,-8.88,-0.15,0.15,67
82.21,CRUISE,MANUAL,0,-35.3634040,149.1586880,89.48,8.20,8.93,-1.23,14.16,-98.51,-0.50,-0.62,-0.53,0.58,-1.42,-8.81,-0.09,0.09,67
82.42,CRUISE,MANUAL,0,-35.3634065,149.1586687,89.50,8.18,8.86,-1.35,14.03,-98.63,-0.45,-0.70,-0.60,0.19,-1.43,-8.74,-0.03,0.03,67
82.62,CRUISE,MANUAL,0,-35.3634092,149.1586496,89.50,8.14,8.81,-1.46,13.87,-98.76,-0.38,-0.78,-0.68,-0.07,-1.45,-8.68,0.01,-0.01,67
82.82,CRUISE,CRUISE,1,-35.3634118,149.1586304,89.49,8.14,8.77,-1.57,13.70,-98.91,-0.31,-0.84,-0.74,-0.39,-1.48,-8.64,0.06,-0.06,67
83.03,CRUISE,CRUISE,1,-35.3634146,149.1586112,89.47,8.18,8.74,-1.66,13.51,-99.06,-0.25,-0.88,-0.80,-0.72,-1.50,-8.60,0.11,-0.11,67
83.24,CRUISE,MANUAL,0,-35.3634174,149.1585921,89.44,8.02,8.72,-1.75,13.31,-99.22,-0.18,-0.91,-0.86,-1.05,-1.53,-8.58,0.16,-0.16,67
83.44,CRUISE,MANUAL,0,-35.3634202,149.1585730,89.41,7.98,8.71,-1.82,13.11,-99.40,-0.11,-0.91,-0.91,-1.32,-1.56,-8.56,0.20,-0.20,67
83.65,CRUISE,MANUAL,0,-35.3634231,149.1585540,89.36,7.99,8.70,-1.88,12.92,-99.58,-0.07,-0.90,-0.95,-1.58,-1.59,-8.55,0.24,-0.24,67
83.85,CRUISE,CRUISE,1,-35.3634260,149.1585352,89.30,8.05,8.70,-1.94,12.73,-99.78,-0.01,-0.88,-1.00,-1.84,-1.63,-8.54,0.28,-0.28,67
84.06,CRUISE,CRUISE,1,-35.3634290,149.1585164,89.24,8.14,8.70,-1.98,12.56,-99.99,0.03,-0.85,-1.02,-2.04,-1.66,-8.53,0.31,-0.31,67
84.26,CRUISE,CRUISE,1,-35.3634320,149.1584977,89.18,8.14,8.71,-2.02,12.39,-100.21,0.08,-0.81,-1.05,-2.17,-1.70,-8.54,0.33,-0.33,68
84.47,CRUISE,MANUAL,0,-35.3634351,149.1584789,89.11,8.17,8.73,-2.05,12.23,-100.43,0.12,-0.76,-1.07,-2.30,-1.73,-8.55,0.35,-0.35,68
84.67,CRUISE,MANUAL,0,-35.3634383,149.1584602,89.03,8.13,8.75,-2.07,12.07,-100.65,0.16,-0.69,-1.09,-2.42,-1.77,-8.56,0.37,-0.37,68
84.88,CRUISE,CRUISE,1,-35.3634416,149.1584412,88.95,8.16,8.79,-2.08,11.93,-100.88,0.19,-0.60,-1.10,-2.48,-1.82,-8.59,0.38,-0.38,68
85.08,CRUISE,CRUISE,1,-35.3634450,149.1584220,88.87,8.15,8.84,-2.09,11.80,-101.09,0.22,-0.51,-1.10,-2.46,-1.86,-8.63,0.38,-0.38,68
85.29,CRUISE,CRUISE,1,-35.3634484,149.1584027,88.79,8.18,8.89,-2.09,11.68,-101.31,0.24,-0.41,-1.10,-2.45,-1.91,-8.68,0.38,-0.38,69
85.49,CRUISE,MANUAL,0,-35.3634538,149.1583737,88.67,8.28,8.98,-2.08,11.56,-101.64,0.28,-0.27,-1.09,-2.36,-1.98,-8.75,0.37,-0.37,69
85.70,CRUISE,CRUISE,1,-35.3634574,149.1583543,88.60,8.34,9.03,-2.07,11.50,-101.87,0.31,-0.17,-1.08,-2.22,-2.02,-8.79,0.35,-0.35,69
85.90,CRUISE,CRUISE,1,-35.3634611,149.1583349,88.53,8.43,9.08,-2.05,11.48,-102.10,0.33,-0.07,-1.06,-2.08,-2.07,-8.84,0.33,-0.33,69
86.11,CRUISE,CRUISE,1,-35.3634649,149.1583155,88.47,8.45,9.13,-2.03,11.47,-102.32,0.35,0.02,-1.04,-1.94,-2.12,-8.88,0.31,-0.31,70
86.31,CRUISE,CRUISE,1,-35.3634688,149.1582960,88.42,8.52,9.18,-2.01,11.48,-102.55,0.37,0.12,-1.02,-1.75,-2.16,-8.92,0.28,-0.28,70
86.52,CRUISE,MANUAL,0,-35.3634728,149.1582764,88.36,8.47,9.23,-1.98,11.51,-102.76,0.39,0.20,-1.00,-1.55,-2.21,-8.96,0.25,-0.25,70
86.72,CRUISE,CRUISE,1,-35.3635121,149.1580952,88.21,8.83,9.56,-1.41,12.32,-104.39,0.63,0.66,-0.65,0.30,-2.54,-9.21,-0.05,0.05,70
86.93,CRUISE,MANUAL,0,-35.3635167,149.1580750,88.23,8.87,9.56,-1.31,12.45,-104.54,0.65,0.65,-0.61,0.48,-2.57,-9.21,-0.08,0.08,70
87.13,CRUISE,CRUISE,1,-35.3635214,149.1580549,88.25,8.88,9.56,-1.21,12.58,-104.67,0.67,0.65,-0.56,0.66,-2.58,-9.20,-0.11,0.11,70
87.34,CRUISE,CRUISE,1,-35.3635260,149.1580347,88.28,8.85,9.56,-1.10,12.70,-104.79,0.68,0.63,-0.51,0.78,-2.60,-9.19,-0.13,0.13,70
87.54,CRUISE,CRUISE,1,-35.3635308,149.1580143,88.31,8.82,9.55,-0.99,12.82,-104.90,0.68,0.61,-0.46,0.90,-2.61,-9.18,-0.15,0.15,70
87.75,CRUISE,CRUISE,1,-35.3635356,149.1579939,88.34,8.76,9.55,-0.88,12.92,-104.99,0.69,0.58,-0.41,1.02,-2.62,-9.17,-0.17,0.17,70
87.95,CRUISE,MANUAL,0,-35.3635404,149.1579735,88.39,8.84,9.54,-0.77,13.02,-105.07,0.69,0.54,-0.35,1.14,-2.63,-9.16,-0.19,0.19,70
88.16,CRUISE,CRUISE,1,-35.3635452,149.1579532,88.43,8.79,9.52,-0.65,13.11,-105.14,0.69,0.50,-0.29,1.20,-2.63,-9.15,-0.20,0.20,70
88.36,CRUISE,CRUISE,1,-35.3635500,149.1579331,88.47,8.79,9.50,-0.52,13.21,-105.20,0.69,0.44,-0.24,1.21,-2.63,-9.12,-0.20,0.20,70
88.57,CRUISE,CRUISE,1,-35.3635547,149.1579131,88.52,8.81,9.47,-0.40,13.30,-105.25,0.68,0.39,-0.17,1.27,-2.63,-9.09,-0.21,0.21,69
88.77,CRUISE,CRUISE,1,-35.3635594,149.1578933,88.56,8.72,9.43,-0.27,13.37,-105.29,0.67,0.32,-0.11,1.21,-2.62,-9.06,-0.20,0.20,69
88.98,CRUISE,CRUISE,1,-35.3635641,149.1578735,88.60,8.69,9.40,-0.15,13.44,-105.32,0.65,0.27,-0.05,1.22,-2.60,-9.02,-0.20,0.20,69
89.18,CRUISE,CRUISE,1,-35.3635688,149.1578538,88.65,8.73,9.36,-0.02,13.49,-105.33,0.62,0.20,0.01,1.16,-2.59,-8.99,-0.19,0.19,69
89.38,CRUISE,CRUISE,1,-35.3635735,149.1578341,88.69,8.65,9.32,0.10,13.52,-105.33,0.60,0.14,0.07,1.11,-2.57,-8.95,-0.18,0.18,69
89.59,CRUISE,CRUISE,1,-35.3635781,149.1578144,88.73,8.73,9.28,0.22,13.54,-105.31,0.57,0.08,0.13,1.05,-2.55,-8.92,-0.17,0.17,69
89.79,CRUISE,CRUISE,1,-35.3635827,149.1577947,88.77,8.75,9.25,0.34,13.55,-105.28,0.54,0.02,0.19,0.99,-2.54,-8.89,-0.16,0.16,69
90.00,CRUISE,CRUISE,1,-35.3635873,149.1577750,88.80,8.63,9.23,0.45,13.53,-105.24,0.50,-0.04,0.24,0.87,-2.52,-8.87,-0.14,0.14,69
90.20,CRUISE,CRUISE,1,-35.3635919,149.1577552,88.82,8.59,9.21,0.56,13.50,-105.18,0.46,-0.10,0.30,0.75,-2.50,-8.85,-0.12,0.12,68
90.41,CRUISE,CRUISE,1,-35.3635964,149.1577356,88.85,8.56,9.18,0.66,13.47,-105.12,0.42,-0.14,0.36,0.62,-2.47,-8.84,-0.10,0.10,68
90.61,CRUISE,CRUISE,1,-35.3636009,149.1577161,88.86,8.58,9.16,0.76,13.44,-105.04,0.38,-0.17,0.41,0.50,-2.45,-8.82,-0.08,0.08,68
90.82,CRUISE,CRUISE,1,-35.3636053,149.1576968,88.87,8.40,9.13,0.85,13.40,-104.96,0.35,-0.22,0.45,0.38,-2.42,-8.79,-0.06,0.06,68
91.02,CRUISE,CRUISE,1,-35.3636118,149.1576679,88.89,8.50,9.09,0.97,13.33,-104.82,0.29,-0.28,0.53,0.13,-2.38,-8.76,-0.02,0.02,68
91.23,CRUISE,CRUISE,1,-35.3636160,149.1576487,88.88,8.54,9.07,1.05,13.27,-104.72,0.24,-0.30,0.57,-0.00,-2.35,-8.75,0.00,-0.00,68
91.43,CRUISE,CRUISE,1,-35.3636202,149.1576295,88.88,8.48,9.05,1.12,13.21,-104.60,0.19,-0.32,0.61,-0.06,-2.33,-8.74,0.01,-0.01,68
91.64,CRUISE,CRUISE,1,-35.3636244,149.1576102,88.87,8.37,9.04,1.18,13.14,-104.48,0.15,-0.34,0.64,-0.19,-2.30,-8.73,0.03,-0.03,68
91.84,CRUISE,CRUISE,1,-35.3636286,149.1575908,88.86,8.39,9.03,1.24,13.05,-104.34,0.11,-0.34,0.68,-0.25,-2.27,-8.74,0.04,-0.04,68
92.05,CRUISE,CRUISE,1,-35.3636327,149.1575714,88.85,8.35,9.03,1.29,12.97,-104.20,0.06,-0.34,0.72,-0.38,-2.25,-8.74,0.06,-0.06,68
92.25,CRUISE,MANUAL,0,-35.3636368,149.1575519,88.84,8.40,9.04,1.33,12.89,-104.06,0.03,-0.33,0.74,-0.51,-2.22,-8.76,0.08,-0.08,68
92.45,CRUISE,MANUAL,0,-35.3636408,149.1575325,88.82,8.48,9.04,1.36,12.82,-103.90,-0.01,-0.32,0.76,-0.57,-2.20,-8.77,0.09,-0.09,68
92.66,CRUISE,MANUAL,0,-35.3636447,149.1575132,88.80,8.48,9.05,1.39,12.75,-103.75,-0.05,-0.32,0.78,-0.63,-2.17,-8.78,0.10,-0.10,69
92.86,CRUISE,MANUAL,0,-35.3636486,149.1574940,88.78,8.45,9.05,1.41,12.69,-103.60,-0.08,-0.29,0.79,-0.70,-2.15,-8.78,0.11,-0.11,69
93.07,CRUISE,MANUAL,0,-35.3636524,149.1574747,88.76,8.43,9.05,1.43,12.64,-103.45,-0.11,-0.28,0.80,-0.70,-2.12,-8.80,0.11,-0.11,69
93.27,CRUISE,MANUAL,0,-35.3636562,149.1574555,88.74,8.36,9.06,1.43,12.58,-103.29,-0.15,-0.25,0.81,-0.76,-2.09,-8.81,0.12,-0.12,69
93.48,CRUISE,MANUAL,0,-35.3636599,149.1574361,88.72,8.33,9.07,1.44,12.53,-103.13,-0.17,-0.21,0.81,-0.76,-2.07,-8.82,0.12,-0.12,69
93.68,CRUISE,MANUAL,0,-35.3636637,149.1574166,88.69,8.31,9.08,1.43,12.49,-102.97,-0.19,-0.18,0.81,-0.76,-2.05,-8.84,0.12,-0.12,69
93.89,CRUISE,MANUAL,0,-35.3636673,149.1573969,88.66,8.40,9.11,1.43,12.44,-102.80,-0.23,-0.15,0.81,-0.76,-2.02,-8.87,0.12,-0.12,69
94.09,CRUISE,MANUAL,0,-35.3636710,149.1573772,88.64,8.38,9.13,1.41,12.40,-102.64,-0.25,-0.10,0.80,-0.75,-2.00,-8.90,0.12,-0.12,69
94.29,CRUISE,MANUAL,0,-35.3636747,149.1573573,88.61,8.38,9.16,1.39,12.37,-102.48,-0.28,-0.07,0.79,-0.75,-1.98,-8.93,0.12,-0.12,69
94.50,CRUISE,MANUAL,0,-35.3636782,149.1573375,88.58,8.50,9.18,1.37,12.35,-102.32,-0.30,-0.04,0.78,-0.69,-1.96,-8.96,0.11,-0.11,69
94.70,CRUISE,MANUAL,0,-35.3636818,149.1573178,88.56,8.45,9.20,1.34,12.35,-102.17,-0.32,-0.00,0.77,-0.62,-1.94,-8.98,0.10,-0.10,69
94.91,CRUISE,MANUAL,0,-35.3636852,149.1572981,88.54,8.41,9.21,1.31,12.35,-102.02,-0.33,0.02,0.75,-0.56,-1.92,-9.00,0.09,-0.09,69
95.12,CRUISE,MANUAL,0,-35.3636887,149.1572784,88.52,8.51,9.23,1.27,12.36,-101.87,-0.35,0.06,0.73,-0.50,-1.90,-9.02,0.08,-0.08,69
95.32,CRUISE,MANUAL,0,-35.3636938,149.1572487,88.49,8.49,9.25,1.21,12.39,-101.67,-0.38,0.10,0.70,-0.43,-1.87,-9.05,0.07,-0.07,69
95.53,CRUISE,MANUAL,0,-35.3636971,149.1572288,88.47,8.46,9.26,1.16,12.41,-101.53,-0.39,0.12,0.67,-0.37,-1.85,-9.07,0.06,-0.06,70
95.73,CRUISE,MANUAL,0,-35.3637004,149.1572088,88.46,8.53,9.27,1.11,12.43,-101.40,-0.41,0.15,0.64,-0.25,-1.84,-9.08,0.04,-0.04,70
95.93,CRUISE,MANUAL,0,-35.3637038,149.1571887,88.46,8.60,9.29,1.05,12.46,-101.27,-0.43,0.18,0.62,-0.19,-1.82,-9.11,0.03,-0.03,70
96.14,CRUISE,CRUISE,1,-35.3637071,149.1571685,88.45,8.49,9.31,0.99,12.48,-101.15,-0.43,0.19,0.58,-0.12,-1.81,-9.13,0.02,-0.02,70
96.34,CRUISE,MANUAL,0,-35.3637104,149.1571481,88.45,8.53,9.33,0.93,12.51,-101.03,-0.44,0.21,0.55,-0.06,-1.80,-9.15,0.01,-0.01,70
96.55,CRUISE,MANUAL,0,-35.3637136,149.1571278,88.45,8.61,9.35,0.86,12.54,-100.92,-0.46,0.23,0.52,-0.00,-1.78,-9.17,0.00,-0.00,70
96.75,CRUISE,MANUAL,0,-35.3637168,149.1571075,88.45,8.68,9.35,0.79,12.59,-100.82,-0.47,0.22,0.48,0.06,-1.77,-9.18,-0.01,0.01,70
96.96,CRUISE,MANUAL,0,-35.3637200,149.1570874,88.45,8.70,9.35,0.72,12.64,-100.73,-0.47,0.22,0.45,0.12,-1.76,-9.18,-0.02,0.02,70
97.16,CRUISE,CRUISE,1,-35.3637231,149.1570673,88.46,8.62,9.35,0.64,12.69,-100.65,-0.47,0.21,0.41,0.18,-1.75,-9.18,-0.03,0.03,70
97.37,CRUISE,CRUISE,1,-35.3637263,149.1570472,88.48,8.61,9.35,0.57,12.74,-100.58,-0.47,0.22,0.37,0.25,-1.74,-9.18,-0.04,0.04,69
97.57,CRUISE,MANUAL,0,-35.3637294,149.1570271,88.49,8.64,9.34,0.49,12.79,-100.52,-0.47,0.22,0.33,0.31,-1.73,-9.17,-0.05,0.05,69
97.78,CRUISE,MANUAL,0,-35.3637325,149.1570071,88.50,8.68,9.33,0.41,12.83,-100.46,-0.47,0.20,0.30,0.31,-1.72,-9.17,-0.05,0.05,69
97.98,CRUISE,MANUAL,0,-35.3637356,149.1569867,88.52,8.70,9.33,0.33,12.86,-100.40,-0.45,0.19,0.27,0.37,-1.72,-9.17,-0.06,0.06,69
98.19,CRUISE,CRUISE,1,-35.3637387,149.1569664,88.53,8.72,9.33,0.25,12.89,-100.35,-0.45,0.17,0.23,0.37,-1.71,-9.17,-0.06,0.06,69
98.39,CRUISE,CRUISE,1,-35.3637418,149.1569460,88.55,8.70,9.33,0.17,12.91,-100.30,-0.44,0.16,0.19,0.43,-1.71,-9.17,-0.07,0.07,69
98.60,CRUISE,MANUAL,0,-35.3637449,149.1569257,88.55,8.71,9.33,0.10,12.93,-100.27,-0.43,0.13,0.15,0.43,-1.71,-9.17,-0.07,0.07,69
98.80,CRUISE,MANUAL,0,-35.3637480,149.1569055,88.56,8.59,9.32,0.02,12.96,-100.24,-0.42,0.11,0.11,0.43,-1.71,-9.16,-0.07,0.07,69
99.01,CRUISE,MANUAL,0,-35.3637510,149.1568854,88.58,8.65,9.31,-0.06,12.99,-100.24,-0.40,0.09,0.06,0.43,-1.70,-9.14,-0.07,0.07,69
99.21,CRUISE,CRUISE,1,-35.3637541,149.1568655,88.60,8.63,9.29,-0.14,13.02,-100.24,-0.40,0.08,0.02,0.37,-1.70,-9.13,-0.06,0.06,69
99.42,CRUISE,CRUISE,1,-35.3637586,149.1568356,88.62,8.60,9.26,-0.25,13.05,-100.25,-0.38,0.05,-0.03,0.37,-1.71,-9.10,-0.06,0.06,69
99.62,CRUISE,MANUAL,0,-35.3637617,149.1568157,88.64,8.65,9.25,-0.33,13.06,-100.27,-0.36,0.03,-0.07,0.37,-1.71,-9.08,-0.06,0.06,69
99.83,CRUISE,MANUAL,0,-35.3637647,149.1567958,88.65,8.58,9.23,-0.40,13.06,-100.30,-0.34,0.00,-0.11,0.31,-1.71,-9.07,-0.05,0.05,69
100.04,CRUISE,MANUAL,0,-35.3637678,149.1567757,88.66,8.53,9.22,-0.47,13.06,-100.33,-0.32,-0.01,-0.15,0.25,-1.72,-9.05,-0.04,0.04,69
100.24,CRUISE,CRUISE,1,-35.3637710,149.1567557,88.66,8.47,9.22,-0.54,13.05,-100.36,-0.30,-0.04,-0.18,0.25,-1.73,-9.05,-0.04,0.04,69
100.45,CRUISE,CRUISE,1,-35.3637741,149.1567356,88.67,8.46,9.21,-0.61,13.03,-100.39,-0.29,-0.05,-0.22,0.19,-1.74,-9.04,-0.03,0.03,69
100.65,CRUISE,MANUAL,0,-35.3637773,149.1567155,88.68,8.52,9.21,-0.68,13.01,-100.44,-0.27,-0.06,-0.26,0.12,-1.75,-9.04,-0.02,0.02,69
100.85,CRUISE,MANUAL,0,-35.3637804,149.1566955,88.68,8.46,9.21,-0.74,12.99,-100.49,-0.24,-0.08,-0.29,0.12,-1.76,-9.03,-0.02,0.02,69
101.06,CRUISE,MANUAL,0,-35.3637836,149.1566756,88.69,8.46,9.20,-0.80,12.98,-100.56,-0.22,-0.09,-0.32,0.06,-1.77,-9.02,-0.01,0.01,69
101.26,CRUISE,MANUAL,0,-35.3637868,149.1566559,88.69,8.45,9.19,-0.85,12.97,-100.64,-0.19,-0.10,-0.35,-0.00,-1.79,-9.01,0.00,-0.00,69
101.47,CRUISE,MANUAL,0,-35.3637900,149.1566362,88.69,8.47,9.18,-0.90,12.95,-100.73,-0.17,-0.10,-0.38,-0.00,-1.80,-8.99,0.00,-0.00,69
101.67,CRUISE,MANUAL,0,-35.3637932,149.1566166,88.70,8.49,9.16,-0.95,12.94,-100.82,-0.15,-0.11,-0.40,-0.00,-1.81,-8.98,0.00,-0.00,69
101.88,CRUISE,MANUAL,0,-35.3637964,149.1565969,88.69,8.50,9.16,-1.00,12.91,-100.91,-0.13,-0.13,-0.43,-0.06,-1.83,-8.96,0.01,-0.01,69
102.09,CRUISE,MANUAL,0,-35.3637997,149.1565771,88.68,8.50,9.15,-1.04,12.89,-101.00,-0.10,-0.14,-0.45,-0.13,-1.84,-8.96,0.02,-0.02,69
102.29,CRUISE,MANUAL,0,-35.3638031,149.1565573,88.67,8.41,9.16,-1.07,12.85,-101.09,-0.08,-0.12,-0.47,-0.13,-1.86,-8.96,0.02,-0.02,69
102.49,CRUISE,MANUAL,0,-35.3638065,149.1565374,88.67,8.43,9.16,-1.11,12.81,-101.18,-0.05,-0.13,-0.48,-0.19,-1.88,-8.96,0.03,-0.03,69
102.70,CRUISE,MANUAL,0,-35.3638099,149.1565175,88.66,8.48,9.17,-1.13,12.78,-101.28,-0.02,-0.11,-0.50,-0.19,-1.90,-8.97,0.03,-0.03,69
102.90,CRUISE,MANUAL,0,-35.3638133,149.1564976,88.65,8.49,9.18,-1.16,12.75,-101.38,-0.00,-0.11,-0.52,-0.25,-1.92,-8.97,0.04,-0.04,69
103.11,CRUISE,MANUAL,0,-35.3638168,149.1564780,88.65,8.45,9.18,-1.18,12.73,-101.49,0.03,-0.11,-0.53,-0.25,-1.94,-8.96,0.04,-0.04,69
103.31,CRUISE,MANUAL,0,-35.3638203,149.1564583,88.64,8.43,9.18,-1.19,12.72,-101.61,0.06,-0.10,-0.54,-0.25,-1.96,-8.96,0.04,-0.04,69
103.52,CRUISE,MANUAL,0,-35.3638238,149.1564388,88.63,8.47,9.18,-1.20,12.71,-101.73,0.08,-0.08,-0.55,-0.25,-1.98,-8.95,0.04,-0.04,69
103.72,CRUISE,MANUAL,0,-35.3638291,149.1564094,88.63,8.55,9.18,-1.20,12.69,-101.91,0.11,-0.06,-0.54,-0.25,-2.01,-8.95,0.04,-0.04,69
103.93,CRUISE,MANUAL,0,-35.3638327,149.1563898,88.62,8.44,9.18,-1.20,12.68,-102.03,0.13,-0.08,-0.54,-0.25,-2.03,-8.94,0.04,-0.04,69
