time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct
179.20,FBWB,MANUAL,0,-35.3653800,149.1455314,33.09,11.89,12.90,0.01,8.27,-96.72,-0.03,4.11,0.06,3.64,-1.48,-12.81,-0.82,0.82,82
179.41,FBWB,MANUAL,0,-35.3653827,149.1455029,33.28,11.95,12.96,0.01,9.08,-96.69,-0.03,4.02,0.06,4.46,-1.48,-12.87,-1.01,1.01,78
179.61,FBWB,FBWB,1,-35.3653853,149.1454746,33.50,12.04,12.92,0.01,9.87,-96.68,-0.03,3.83,0.06,5.13,-1.47,-12.83,-1.16,1.16,75
179.82,FBWB,FBWB,1,-35.3653878,149.1454466,33.75,12.04,12.80,0.01,10.62,-96.66,-0.02,3.56,0.06,5.67,-1.45,-12.71,-1.27,1.27,72
180.02,FBWB,MANUAL,0,-35.3653916,149.1454054,34.15,11.90,12.52,0.01,11.63,-96.64,-0.04,3.12,0.06,6.34,-1.41,-12.44,-1.39,1.39,71
180.23,FBWB,MANUAL,0,-35.3653941,149.1453784,34.44,11.73,12.31,0.01,12.24,-96.63,-0.03,2.83,0.06,6.67,-1.38,-12.23,-1.44,1.44,68
180.43,FBWB,FBWB,1,-35.3653965,149.1453519,34.73,11.58,12.06,0.01,12.77,-96.61,-0.04,2.46,0.06,6.81,-1.35,-11.98,-1.44,1.44,65
180.64,FBWB,FBWB,1,-35.3653988,149.1453259,35.02,11.37,11.78,0.01,13.23,-96.60,-0.02,2.04,0.06,6.78,-1.31,-11.70,-1.40,1.40,63
180.84,FBWB,FBWB,1,-35.3654011,149.1453004,35.29,11.10,11.48,0.01,13.58,-96.58,-0.04,1.58,0.06,6.61,-1.28,-11.40,-1.33,1.33,60
181.04,FBWB,MANUAL,0,-35.3654034,149.1452755,35.54,10.84,11.18,0.01,13.84,-96.55,-0.04,1.12,0.06,6.23,-1.24,-11.10,-1.22,1.22,58
181.25,FBWB,MANUAL,0,-35.3654055,149.1452512,35.78,10.56,10.87,0.01,14.01,-96.52,-0.03,0.67,0.07,5.73,-1.20,-10.80,-1.09,1.09,56
181.45,FBWB,FBWB,1,-35.3654076,149.1452278,35.98,10.22,10.57,0.01,14.10,-96.51,-0.04,0.19,0.07,5.08,-1.16,-10.50,-0.94,0.94,55
181.66,FBWB,FBWB,1,-35.3654097,149.1452051,36.16,9.93,10.28,0.01,14.09,-96.49,-0.04,-0.31,0.07,4.45,-1.13,-10.21,-0.80,0.80,59
181.86,FBWB,FBWB,1,-35.3654116,149.1451830,36.30,9.69,10.07,0.01,14.02,-96.48,-0.04,-0.45,0.08,4.04,-1.10,-10.00,-0.71,0.71,61
182.06,FBWB,MANUAL,0,-35.3654135,149.1451614,36.44,9.53,9.84,0.01,13.91,-96.47,-0.05,-0.75,0.08,3.26,-1.07,-9.78,-0.56,0.56,57
182.27,FBWB,MANUAL,0,-35.3654154,149.1451402,36.53,9.29,9.61,0.00,13.72,-96.45,-0.06,-1.15,0.08,2.32,-1.04,-9.55,-0.39,0.39,55
182.48,FBWB,FBWB,1,-35.3654172,149.1451196,36.59,9.03,9.39,-0.00,13.46,-96.43,-0.06,-1.51,0.08,1.22,-1.02,-9.33,-0.20,0.20,53
182.68,FBWB,FBWB,1,-35.3654190,149.1450993,36.62,8.90,9.17,-0.01,13.13,-96.42,-0.06,-1.79,0.08,0.06,-0.99,-9.11,-0.01,0.01,52
182.89,FBWB,FBWB,1,-35.3654207,149.1450794,36.60,8.62,8.98,-0.01,12.74,-96.39,-0.06,-2.01,0.08,-1.02,-0.97,-8.92,0.16,-0.16,51
183.09,FBWB,MANUAL,0,-35.3654224,149.1450598,36.54,8.43,8.80,-0.02,12.31,-96.37,-0.06,-2.21,0.08,-2.21,-0.94,-8.75,0.34,-0.34,51
183.30,FBWB,MANUAL,0,-35.3654241,149.1450405,36.45,8.22,8.65,-0.03,11.85,-96.34,-0.06,-2.36,0.08,-3.25,-0.93,-8.59,0.49,-0.49,52
183.50,FBWB,FBWB,1,-35.3654257,149.1450216,36.33,8.10,8.52,-0.03,11.36,-96.32,-0.06,-2.44,0.08,-4.23,-0.91,-8.47,0.63,-0.63,54
183.71,FBWB,FBWB,1,-35.3654273,149.1450030,36.19,7.89,8.42,-0.04,10.87,-96.30,-0.06,-2.42,0.07,-5.02,-0.90,-8.37,0.74,-0.74,56
183.91,FBWB,FBWB,1,-35.3654289,149.1449848,36.02,7.82,8.35,-0.04,10.41,-96.28,-0.06,-2.32,0.07,-5.75,-0.89,-8.30,0.84,-0.84,57
184.11,FBWB,MANUAL,0,-35.3654305,149.1449666,35.84,7.71,8.31,-0.05,9.97,-96.27,-0.05,-2.18,0.07,-6.32,-0.88,-8.26,0.92,-0.92,59
184.32,FBWB,MANUAL,0,-35.3654328,149.1449395,35.53,7.76,8.30,-0.05,9.36,-96.24,-0.03,-1.88,0.07,-6.94,-0.88,-8.25,1.01,-1.01,61
184.52,FBWB,FBWB,1,-35.3654344,149.1449214,35.32,7.68,8.34,-0.05,9.02,-96.23,-0.03,-1.63,0.07,-7.19,-0.88,-8.28,1.05,-1.05,62
184.73,FBWB,FBWB,1,-35.3654359,149.1449030,35.10,7.81,8.41,-0.05,8.72,-96.20,-0.02,-1.31,0.07,-7.25,-0.89,-8.36,1.07,-1.07,64
184.94,FBWB,FBWB,1,-35.3654375,149.1448843,34.87,7.84,8.52,-0.05,8.49,-96.18,-0.02,-1.00,0.07,-7.16,-0.90,-8.47,1.07,-1.07,66
185.14,FBWB,MANUAL,0,-35.3654391,149.1448653,34.66,7.99,8.66,-0.04,8.30,-96.15,-0.02,-0.77,0.07,-6.85,-0.91,-8.61,1.04,-1.04,68
185.35,FBWB,MANUAL,0,-35.3654408,149.1448460,34.45,8.07,8.84,-0.04,8.17,-96.12,-0.01,-0.48,0.08,-6.40,-0.93,-8.78,0.99,-0.99,69
185.55,FBWB,FBWB,1,-35.3654424,149.1448263,34.26,8.28,9.04,-0.03,8.11,-96.09,-0.01,-0.12,0.08,-5.82,-0.95,-8.98,0.92,-0.92,71
185.76,FBWB,FBWB,1,-35.3654441,149.1448063,34.08,8.43,9.24,-0.03,8.13,-96.07,-0.01,0.28,0.08,-5.13,-0.97,-9.19,0.83,-0.83,72
185.96,FBWB,FBWB,1,-35.3654458,149.1447859,33.92,8.62,9.42,-0.02,8.24,-96.04,-0.01,0.62,0.08,-4.56,-0.98,-9.36,0.75,-0.75,71
186.17,FBWB,MANUAL,0,-35.3654475,149.1447652,33.78,8.72,9.55,-0.02,8.39,-96.02,-0.01,0.84,0.08,-4.07,-0.99,-9.50,0.68,-0.68,69
186.37,FBWB,MANUAL,0,-35.3654493,149.1447443,33.66,8.93,9.65,-0.01,8.58,-95.99,-0.01,0.98,0.08,-3.68,-1.00,-9.60,0.62,-0.62,68
186.57,FBWB,FBWB,1,-35.3654510,149.1447232,33.53,9.05,9.72,-0.01,8.80,-95.97,-0.01,1.06,0.08,-3.36,-1.00,-9.67,0.57,-0.57,66
186.78,FBWB,FBWB,1,-35.3654528,149.1447020,33.43,9.10,9.76,0.00,9.02,-95.94,-0.01,1.09,0.08,-3.11,-1.00,-9.70,0.53,-0.53,65
186.98,FBWB,FBWB,1,-35.3654545,149.1446805,33.33,9.06,9.78,0.01,9.24,-95.91,-0.02,1.07,0.08,-2.87,-1.00,-9.72,0.49,-0.49,64
187.19,FBWB,MANUAL,0,-35.3654562,149.1446589,33.23,9.06,9.78,0.01,9.44,-95.87,-0.02,1.00,0.08,-2.75,-0.99,-9.73,0.47,-0.47,63
187.39,FBWB,MANUAL,0,-35.3654580,149.1446374,33.14,9.06,9.77,0.02,9.62,-95.83,-0.04,0.90,0.08,-2.64,-0.98,-9.71,0.45,-0.45,62
187.60,FBWB,FBWB,1,-35.3654597,149.1446158,33.05,9.01,9.73,0.01,9.78,-95.80,-0.05,0.79,0.08,-2.59,-0.97,-9.68,0.44,-0.44,61
187.80,FBWB,FBWB,1,-35.3654614,149.1445945,32.96,9.01,9.68,0.01,9.92,-95.77,-0.06,0.66,0.08,-2.66,-0.97,-9.63,0.45,-0.45,60
188.00,FBWB,FBWB,1,-35.3654631,149.1445735,32.87,8.98,9.61,0.01,10.05,-95.75,-0.04,0.52,0.08,-2.74,-0.95,-9.56,0.46,-0.46,59
188.21,FBWB,MANUAL,0,-35.3654647,149.1445527,32.78,8.96,9.53,0.01,10.15,-95.73,-0.03,0.36,0.08,-2.88,-0.94,-9.48,0.48,-0.48,59
188.41,FBWB,MANUAL,0,-35.3654663,149.1445321,32.68,8.98,9.44,0.01,10.22,-95.71,-0.03,0.21,0.08,-3.09,-0.93,-9.39,0.51,-0.51,58
188.62,FBWB,FBWB,1,-35.3654679,149.1445117,32.58,8.86,9.35,0.01,10.25,-95.69,-0.04,0.04,0.08,-3.31,-0.92,-9.30,0.54,-0.54,57
188.82,FBWB,FBWB,1,-35.3654695,149.1444915,32.47,8.76,9.25,0.01,10.25,-95.67,-0.04,-0.12,0.08,-3.65,-0.90,-9.20,0.59,-0.59,56
189.03,FBWB,FBWB,1,-35.3654719,149.1444613,32.28,8.59,9.11,0.01,10.19,-95.63,-0.03,-0.34,0.09,-4.21,-0.88,-9.06,0.67,-0.67,55
189.23,FBWB,MANUAL,0,-35.3654734,149.1444414,32.14,8.56,9.01,0.01,10.10,-95.60,-0.03,-0.48,0.09,-4.57,-0.87,-8.96,0.72,-0.72,55
189.44,FBWB,FBWB,1,-35.3654750,149.1444216,31.98,8.43,8.92,0.01,9.98,-95.57,-0.04,-0.62,0.09,-5.07,-0.86,-8.87,0.79,-0.79,54
189.64,FBWB,FBWB,1,-35.3654765,149.1444021,31.81,8.34,8.82,0.01,9.84,-95.55,-0.04,-0.75,0.09,-5.51,-0.84,-8.77,0.85,-0.85,53
189.85,FBWB,FBWB,1,-35.3654779,149.1443830,31.63,8.33,8.72,0.01,9.68,-95.53,-0.04,-0.89,0.09,-6.03,-0.83,-8.67,0.92,-0.92,53
190.05,FBWB,FBWB,1,-35.3654794,149.1443641,31.44,8.19,8.61,0.01,9.50,-95.51,-0.04,-1.05,0.09,-6.56,-0.82,-8.57,0.99,-0.99,52
190.25,FBWB,MANUAL,0,-35.3654808,149.1443455,31.23,8.07,8.50,0.01,9.28,-95.49,-0.04,-1.21,0.09,-7.11,-0.80,-8.46,1.06,-1.06,52
190.45,FBWB,FBWB,1,-35.3654822,149.1443272,31.01,8.01,8.40,0.01,9.03,-95.48,-0.04,-1.35,0.08,-7.66,-0.79,-8.36,1.13,-1.13,52
190.66,FBWB,MANUAL,0,-35.3654835,149.1443091,30.77,7.91,8.30,0.00,8.76,-95.46,-0.04,-1.49,0.09,-8.24,-0.78,-8.25,1.20,-1.20,51
190.86,FBWB,MANUAL,0,-35.3654849,149.1442911,30.52,7.85,8.20,0.00,8.45,-95.44,-0.04,-1.63,0.09,-8.81,-0.77,-8.16,1.27,-1.27,51
191.07,FBWB,MANUAL,0,-35.3654862,149.1442733,30.26,7.80,8.10,0.00,8.11,-95.42,-0.04,-1.75,0.09,-9.47,-0.75,-8.06,1.35,-1.35,51
191.27,FBWB,MANUAL,0,-35.3654875,149.1442556,29.98,7.61,8.02,-0.00,7.75,-95.40,-0.04,-1.86,0.09,-10.05,-0.74,-7.98,1.42,-1.42,50
191.48,FBWB,FBWB,1,-35.3654888,149.1442380,29.69,7.61,7.95,-0.00,7.36,-95.37,-0.04,-1.96,0.09,-10.69,-0.73,-7.91,1.50,-1.50,50
191.68,FBWB,MANUAL,0,-35.3654901,149.1442205,29.37,7.52,7.88,-0.01,6.95,-95.35,-0.05,-2.06,0.09,-11.28,-0.72,-7.84,1.57,-1.57,50
191.89,FBWB,MANUAL,0,-35.3654914,149.1442031,29.05,7.38,7.82,-0.01,6.53,-95.32,-0.05,-2.13,0.08,-11.84,-0.72,-7.79,1.64,-1.64,50
192.09,FBWB,MANUAL,0,-35.3654927,149.1441860,28.71,7.35,7.77,-0.01,6.10,-95.30,-0.04,-2.20,0.08,-12.42,-0.71,-7.73,1.71,-1.71,49
192.29,FBWB,MANUAL,0,-35.3654939,149.1441692,28.35,7.22,7.72,-0.02,5.66,-95.28,-0.04,-2.25,0.08,-13.00,-0.70,-7.68,1.78,-1.78,49
192.50,FBWB,FBWB,1,-35.3654951,149.1441524,27.98,7.22,7.68,-0.02,5.21,-95.27,-0.04,-2.29,0.08,-13.56,-0.70,-7.64,1.85,-1.85,49
192.70,FBWB,MANUAL,0,-35.3654963,149.1441357,27.60,7.21,7.65,-0.02,4.76,-95.25,-0.04,-2.31,0.08,-14.10,-0.69,-7.61,1.92,-1.92,49
192.91,FBWB,MANUAL,0,-35.3654975,149.1441191,27.21,7.21,7.63,-0.03,4.30,-95.23,-0.04,-2.32,0.08,-14.55,-0.69,-7.60,1.98,-1.98,49
193.11,FBWB,MANUAL,0,-35.3654987,149.1441024,26.80,7.29,7.63,-0.03,3.84,-95.22,-0.04,-2.31,0.08,-15.04,-0.68,-7.60,2.05,-2.05,48
193.32,FBWB,MANUAL,0,-35.3654999,149.1440856,26.38,7.42,7.65,-0.03,3.38,-95.20,-0.04,-2.28,0.08,-15.42,-0.68,-7.62,2.11,-2.11,48
193.52,FBWB,FBWB,1,-35.3655018,149.1440599,25.74,7.47,7.81,-0.03,2.70,-95.16,-0.02,-2.12,0.08,-15.48,-0.69,-7.77,2.16,-2.16,54
193.73,FBWB,MANUAL,0,-35.3655030,149.1440425,25.30,7.57,7.96,-0.03,2.28,-95.13,-0.01,-1.96,0.07,-15.33,-0.71,-7.92,2.18,-2.18,59
193.93,FBWB,MANUAL,0,-35.3655043,149.1440246,24.87,7.62,8.25,-0.03,1.92,-95.11,-0.01,-1.59,0.08,-14.54,-0.73,-8.22,2.14,-2.14,67
194.14,FBWB,MANUAL,0,-35.3655056,149.1440061,24.45,7.87,8.68,-0.03,1.68,-95.09,-0.01,-0.87,0.08,-13.36,-0.76,-8.64,2.06,-2.06,73
194.34,FBWB,MANUAL,0,-35.3655070,149.1439866,24.05,8.31,9.18,-0.02,1.61,-95.07,-0.01,0.09,0.08,-11.82,-0.81,-9.14,1.92,-1.92,77
194.55,FBWB,FBWB,1,-35.3655084,149.1439659,23.69,8.78,9.74,-0.02,1.75,-95.04,-0.01,1.17,0.08,-10.03,-0.85,-9.69,1.72,-1.72,80
194.75,FBWB,MANUAL,0,-35.3655100,149.1439440,23.37,9.25,10.30,-0.02,2.11,-95.02,-0.00,2.27,0.08,-8.23,-0.90,-10.26,1.49,-1.49,83
194.96,FBWB,MANUAL,0,-35.3655116,149.1439208,23.10,9.61,10.87,-0.01,2.68,-94.99,0.01,3.33,0.08,-6.36,-0.94,-10.82,1.21,-1.21,86
195.17,FBWB,MANUAL,0,-35.3655133,149.1438962,22.89,10.18,11.41,-0.00,3.46,-94.96,0.01,4.32,0.08,-4.46,-0.99,-11.36,0.89,-0.89,88
195.37,FBWB,MANUAL,0,-35.3655151,149.1438705,22.76,10.62,11.93,0.01,4.42,-94.93,0.02,5.21,0.08,-2.55,-1.02,-11.88,0.53,-0.53,90
195.58,FBWB,FBWB,1,-35.3655169,149.1438435,22.70,11.13,12.40,0.02,5.53,-94.89,0.02,6.00,0.08,-0.65,-1.06,-12.35,0.14,-0.14,91
195.78,FBWB,MANUAL,0,-35.3655188,149.1438155,22.73,11.52,12.83,0.03,6.79,-94.84,0.03,6.69,0.08,1.21,-1.09,-12.78,-0.27,0.27,93
195.99,FBWB,MANUAL,0,-35.3655207,149.1437867,22.84,11.85,13.19,0.05,8.16,-94.80,0.03,7.02,0.08,3.13,-1.11,-13.13,-0.72,0.72,94
196.19,FBWB,MANUAL,0,-35.3655227,149.1437575,23.04,12.15,13.47,0.06,9.60,-94.77,0.03,7.24,0.08,5.09,-1.13,-13.42,-1.20,1.20,95
196.40,FBWB,MANUAL,0,-35.3655247,149.1437278,23.33,12.47,13.69,0.07,11.09,-94.75,0.03,7.43,0.09,7.04,-1.14,-13.64,-1.69,1.69,96
196.60,FBWB,FBWB,1,-35.3655267,149.1436977,23.73,12.76,13.82,0.09,12.60,-94.72,0.03,7.47,0.09,8.84,-1.14,-13.77,-2.15,2.15,95
196.81,FBWB,MANUAL,0,-35.3655287,149.1436676,24.21,12.99,13.83,0.10,14.09,-94.70,-0.00,7.32,0.09,10.53,-1.13,-13.78,-2.57,2.57,92
197.01,FBWB,MANUAL,0,-35.3655306,149.1436375,24.78,13.07,13.73,0.11,15.54,-94.67,-0.02,7.04,0.08,12.01,-1.12,-13.68,-2.92,2.92,89
197.22,FBWB,MANUAL,0,-35.3655326,149.1436078,25.41,13.02,13.53,0.11,16.91,-94.65,-0.03,6.56,0.09,13.35,-1.09,-13.48,-3.21,3.21,86
197.42,FBWB,FBWB,1,-35.3655354,149.1435639,26.44,12.82,13.09,0.12,18.74,-94.60,-0.04,5.62,0.09,15.01,-1.04,-13.05,-3.51,3.51,81
197.63,FBWB,FBWB,1,-35.3655372,149.1435354,27.17,12.67,12.73,0.13,19.78,-94.57,-0.04,4.89,0.09,15.84,-1.01,-12.68,-3.61,3.61,78
197.83,FBWB,FBWB,1,-35.3655389,149.1435078,27.90,12.38,12.32,0.13,20.67,-94.54,-0.05,4.08,0.09,16.42,-0.97,-12.28,-3.63,3.63,75
198.04,FBWB,MANUAL,0,-35.3655406,149.1434811,28.63,11.98,11.88,0.13,21.38,-94.51,-0.05,3.04,0.10,16.78,-0.92,-11.84,-3.58,3.58,73
198.24,FBWB,MANUAL,0,-35.3655422,149.1434557,29.34,11.62,11.41,0.13,21.88,-94.49,-0.06,1.94,0.10,16.88,-0.88,-11.37,-3.46,3.46,70
198.44,FBWB,FBWB,1,-35.3655437,149.1434314,30.02,11.19,10.94,0.13,22.17,-94.48,-0.06,0.82,0.10,16.65,-0.84,-10.90,-3.27,3.27,67
198.65,FBWB,FBWB,1,-35.3655451,149.1434083,30.66,10.70,10.47,0.13,22.23,-94.46,-0.07,-0.36,0.11,16.04,-0.80,-10.44,-3.01,3.01,65
198.85,FBWB,FBWB,1,-35.3655464,149.1433861,31.24,10.27,10.02,0.13,22.04,-94.45,-0.08,-1.54,0.10,15.14,-0.75,-9.99,-2.71,2.71,62
199.06,FBWB,MANUAL,0,-35.3655477,149.1433648,31.75,9.83,9.60,0.12,21.64,-94.43,-0.09,-2.53,0.11,13.82,-0.72,-9.57,-2.36,2.36,60
199.27,FBWB,MANUAL,0,-35.3655489,149.1433444,32.19,9.33,9.21,0.11,21.03,-94.42,-0.11,-3.54,0.11,12.20,-0.68,-9.18,-1.99,1.99,58
199.47,FBWB,FBWB,1,-35.3655501,149.1433245,32.54,8.86,8.87,0.10,20.20,-94.40,-0.12,-4.62,0.11,10.17,-0.65,-8.84,-1.59,1.59,57
199.68,FBWB,FBWB,1,-35.3655512,149.1433054,32.81,8.49,8.57,0.09,19.16,-94.37,-0.13,-5.72,0.12,7.85,-0.63,-8.54,-1.18,1.18,56
199.88,FBWB,FBWB,1,-35.3655523,149.1432868,32.99,8.16,8.31,0.07,17.89,-94.35,-0.13,-6.84,0.12,5.30,-0.60,-8.28,-0.77,0.77,55
200.09,FBWB,MANUAL,0,-35.3655534,149.1432687,33.10,7.88,8.10,0.06,16.40,-94.33,-0.12,-7.89,0.12,2.69,-0.58,-8.07,-0.38,0.38,54
200.29,FBWB,MANUAL,0,-35.3655544,149.1432511,33.12,7.58,7.93,0.04,14.71,-94.30,-0.12,-8.92,0.13,-0.00,-0.57,-7.90,0.00,-0.00,54
200.50,FBWB,FBWB,1,-35.3655554,149.1432340,33.08,7.48,7.80,0.03,12.88,-94.28,-0.12,-9.36,0.12,-2.57,-0.56,-7.77,0.35,-0.35,54
200.70,FBWB,FBWB,1,-35.3655564,149.1432171,32.96,7.25,7.71,0.01,11.01,-94.26,-0.12,-9.42,0.13,-5.11,-0.55,-7.69,0.69,-0.69,54
200.91,FBWB,FBWB,1,-35.3655573,149.1432003,32.78,7.27,7.68,-0.01,9.15,-94.24,-0.11,-9.16,0.12,-7.35,-0.55,-7.66,0.99,-0.99,55
201.11,FBWB,MANUAL,0,-35.3655583,149.1431835,32.55,7.28,7.70,-0.02,7.38,-94.22,-0.11,-8.57,0.11,-9.29,-0.55,-7.68,1.26,-1.26,55
201.32,FBWB,MANUAL,0,-35.3655593,149.1431665,32.27,7.23,7.78,-0.04,5.77,-94.20,-0.09,-7.65,0.09,-10.86,-0.55,-7.75,1.49,-1.49,56
201.52,FBWB,FBWB,1,-35.3655607,149.1431405,31.76,7.32,8.00,-0.05,3.74,-94.17,-0.06,-5.83,0.09,-12.49,-0.57,-7.97,1.77,-1.77,58
201.73,FBWB,FBWB,1,-35.3655618,149.1431225,31.38,7.65,8.21,-0.06,2.72,-94.15,-0.05,-4.40,0.08,-13.04,-0.58,-8.18,1.90,-1.90,59
201.93,FBWB,FBWB,1,-35.3655628,149.1431040,30.98,7.78,8.46,-0.06,1.98,-94.13,-0.03,-3.16,0.07,-13.25,-0.60,-8.43,1.99,-1.99,60
202.14,FBWB,MANUAL,0,-35.3655639,149.1430849,30.57,8.00,8.74,-0.06,1.41,-94.10,-0.02,-2.46,0.07,-13.15,-0.62,-8.71,2.04,-2.04,61
202.34,FBWB,MANUAL,0,-35.3655650,149.1430652,30.15,8.30,9.05,-0.06,0.99,-94.08,-0.01,-1.77,0.07,-12.83,-0.64,-9.02,2.06,-2.06,62
202.55,FBWB,FBWB,1,-35.3655662,149.1430449,29.74,8.50,9.36,-0.06,0.72,-94.07,0.01,-1.09,0.07,-12.30,-0.66,-9.33,2.04,-2.04,63
202.75,FBWB,FBWB,1,-35.3655673,149.1430241,29.33,8.82,9.68,-0.05,0.58,-94.05,0.01,-0.40,0.07,-11.62,-0.68,-9.65,1.99,-1.99,65
202.96,FBWB,FBWB,1,-35.3655685,149.1430025,28.94,9.14,10.00,-0.05,0.57,-94.04,0.01,0.24,0.07,-10.87,-0.70,-9.97,1.92,-1.92,66
203.16,FBWB,MANUAL,0,-35.3655698,149.1429802,28.56,9.46,10.32,-0.04,0.69,-94.02,0.01,0.83,0.07,-10.01,-0.72,-10.29,1.82,-1.82,67
203.37,FBWB,MANUAL,0,-35.3655710,149.1429573,28.21,9.73,10.62,-0.03,0.92,-94.00,0.01,1.40,0.07,-9.10,-0.74,-10.59,1.70,-1.70,68
203.57,FBWB,FBWB,1,-35.3655723,149.1429334,27.88,9.95,10.92,-0.03,1.26,-93.97,0.01,1.91,0.07,-8.13,-0.75,-10.89,1.56,-1.56,69
203.78,FBWB,FBWB,1,-35.3655737,149.1429089,27.58,10.26,11.21,-0.02,1.69,-93.94,0.01,2.39,0.07,-7.17,-0.77,-11.18,1.41,-1.41,70
203.98,FBWB,FBWB,1,-35.3655750,149.1428837,27.31,10.49,11.47,-0.01,2.19,-93.91,0.01,2.79,0.07,-6.17,-0.78,-11.44,1.24,-1.24,71
204.19,FBWB,MANUAL,0,-35.3655764,149.1428580,27.08,10.71,11.72,0.00,2.78,-93.88,0.02,3.15,0.08,-5.13,-0.79,-11.68,1.05,-1.05,71
204.39,FBWB,MANUAL,0,-35.3655778,149.1428319,26.88,10.86,11.92,0.01,3.44,-93.85,0.02,3.45,0.08,-4.08,-0.80,-11.89,0.85,-0.85,72
204.60,FBWB,FBWB,1,-35.3655792,149.1428056,26.73,11.04,12.09,0.02,4.17,-93.83,0.02,3.72,0.08,-3.08,-0.80,-12.06,0.65,-0.65,72
204.80,FBWB,FBWB,1,-35.3655806,149.1427790,26.62,11.20,12.22,0.03,4.95,-93.81,0.01,3.89,0.08,-2.06,-0.81,-12.19,0.44,-0.44,73
205.01,FBWB,FBWB,1,-35.3655819,149.1427523,26.56,11.32,12.31,0.04,5.76,-93.79,0.01,4.04,0.08,-1.07,-0.81,-12.28,0.23,-0.23,73
205.21,FBWB,MANUAL,0,-35.3655833,149.1427254,26.54,11.47,12.37,0.05,6.59,-93.77,0.01,4.13,0.08,-0.09,-0.80,-12.34,0.02,-0.02,73
205.42,FBWB,MANUAL,0,-35.3655847,149.1426984,26.55,11.54,12.40,0.06,7.43,-93.75,0.01,4.16,0.08,0.83,-0.80,-12.37,-0.18,0.18,73
205.62,FBWB,FBWB,1,-35.3655861,149.1426712,26.61,11.54,12.39,0.07,8.27,-93.72,-0.02,4.15,0.08,1.76,-0.79,-12.36,-0.38,0.38,73
205.82,FBWB,FBWB,1,-35.3655881,149.1426305,26.77,11.52,12.33,0.07,9.51,-93.68,-0.04,4.05,0.09,3.02,-0.78,-12.30,-0.65,0.65,72
206.03,FBWB,FBWB,1,-35.3655895,149.1426033,26.93,11.49,12.25,0.07,10.30,-93.65,-0.04,3.93,0.08,3.78,-0.76,-12.22,-0.81,0.81,72
206.24,FBWB,MANUAL,0,-35.3655908,149.1425763,27.11,11.46,12.15,0.07,11.06,-93.63,-0.04,3.77,0.09,4.47,-0.75,-12.12,-0.95,0.95,71
206.44,FBWB,FBWB,1,-35.3655921,149.1425498,27.32,11.34,12.00,0.07,11.80,-93.60,-0.04,3.56,0.09,5.05,-0.74,-11.98,-1.06,1.06,71
206.65,FBWB,FBWB,1,-35.3655934,149.1425237,27.55,11.28,11.83,0.07,12.50,-93.59,-0.04,3.33,0.09,5.60,-0.72,-11.81,-1.16,1.16,70
206.85,FBWB,FBWB,1,-35.3655946,149.1424982,27.80,11.09,11.64,0.07,13.15,-93.57,-0.05,3.05,0.09,6.04,-0.70,-11.61,-1.23,1.23,69
207.06,FBWB,FBWB,1,-35.3655958,149.1424730,28.05,10.97,11.43,0.07,13.74,-93.55,-0.05,2.75,0.09,6.35,-0.68,-11.40,-1.27,1.27,68
207.26,FBWB,MANUAL,0,-35.3655970,149.1424484,28.32,10.79,11.20,0.06,14.26,-93.53,-0.05,2.42,0.09,6.57,-0.67,-11.18,-1.29,1.29,68
207.46,FBWB,FBWB,1,-35.3655981,149.1424242,28.57,10.58,10.97,0.06,14.72,-93.52,-0.05,2.06,0.09,6.66,-0.65,-10.95,-1.28,1.28,67
207.67,FBWB,FBWB,1,-35.3655992,149.1424004,28.83,10.39,10.73,0.06,15.10,-93.50,-0.06,1.71,0.09,6.65,-0.63,-10.71,-1.25,1.25,66
207.87,FBWB,FBWB,1,-35.3656003,149.1423770,29.07,10.16,10.50,0.06,15.40,-93.48,-0.06,1.33,0.09,6.47,-0.61,-10.47,-1.19,1.19,65
208.08,FBWB,FBWB,1,-35.3656014,149.1423541,29.31,9.92,10.27,0.05,15.62,-93.45,-0.06,0.94,0.09,6.18,-0.59,-10.24,-1.11,1.11,64
208.28,FBWB,MANUAL,0,-35.3656024,149.1423316,29.52,9.73,10.04,0.05,15.76,-93.43,-0.06,0.56,0.09,5.80,-0.57,-10.02,-1.02,1.02,64
208.49,FBWB,FBWB,1,-35.3656034,149.1423096,29.71,9.44,9.82,0.04,15.82,-93.41,-0.07,0.18,0.09,5.30,-0.56,-9.80,-0.91,0.91,63
208.70,FBWB,FBWB,1,-35.3656044,149.1422883,29.88,9.27,9.60,0.04,15.82,-93.39,-0.07,-0.21,0.09,4.71,-0.54,-9.58,-0.79,0.79,62
208.90,FBWB,FBWB,1,-35.3656053,149.1422675,30.02,8.98,9.40,0.03,15.75,-93.37,-0.07,-0.56,0.09,3.96,-0.52,-9.38,-0.65,0.65,62
209.10,FBWB,FBWB,1,-35.3656062,149.1422473,30.15,8.84,9.20,0.03,15.61,-93.36,-0.07,-0.90,0.09,3.24,-0.51,-9.18,-0.52,0.52,62
209.31,FBWB,MANUAL,0,-35.3656135,149.1420777,30.00,7.72,8.14,-0.01,12.32,-93.18,-0.04,-2.17,0.09,-4.21,-0.43,-8.13,0.60,-0.60,62
