time_s,phase,alt_agl_m,airspeed,roll_deg,pitch_deg,climb_mps,throttle_pct,theta_cmd_deg,lat,lon,load_factor_nz,load_factor_total
6.46,CLIMB,10.42,10.75,-0.05,20.84,3.99,90,16.50,28.5598553,77.1169613,0.943,0.977
6.76,CLIMB,11.58,10.43,-0.05,20.44,3.81,90,16.50,28.5598608,77.1169375,0.928,0.966
6.97,CLIMB,12.32,10.27,-0.06,20.10,3.67,90,16.50,28.5598644,77.1169221,0.885,0.925
7.26,CLIMB,13.39,10.02,-0.05,19.41,3.48,90,16.50,28.5598696,77.1168995,0.890,0.932
7.57,CLIMB,14.39,9.94,-0.05,18.64,3.26,90,16.44,28.5598748,77.1168771,0.904,0.947
7.86,CLIMB,15.34,9.78,-0.05,17.77,3.06,90,16.28,28.5598800,77.1168547,0.885,0.930
8.17,CLIMB,16.22,9.68,-0.06,17.03,2.84,90,16.18,28.5598852,77.1168321,0.876,0.921
8.46,CLIMB,17.05,9.66,-0.06,16.11,2.72,90,16.16,28.5598905,77.1168093,0.915,0.960
8.76,CLIMB,17.83,9.68,-0.05,15.41,2.56,90,16.18,28.5598958,77.1167863,0.892,0.936
8.97,CLIMB,18.33,9.70,-0.05,15.06,2.53,90,16.20,28.5598993,77.1167710,0.930,0.973
9.26,CLIMB,19.07,9.78,-0.05,14.59,2.46,90,16.28,28.5599047,77.1167479,0.912,0.954
9.57,CLIMB,19.79,9.84,-0.05,14.48,2.41,90,16.34,28.5599101,77.1167244,0.959,1.000
9.86,CLIMB,20.52,9.97,-0.04,14.31,2.45,90,16.47,28.5599156,77.1167005,0.983,1.023
10.17,CLIMB,21.26,10.08,-0.04,14.39,2.49,90,16.50,28.5599212,77.1166763,0.969,1.008
10.46,CLIMB,22.00,10.18,-0.05,14.90,2.46,90,16.50,28.5599269,77.1166518,0.974,1.011
10.76,CLIMB,22.76,10.33,-0.04,15.06,2.60,90,16.50,28.5599326,77.1166270,1.008,1.045
10.97,CLIMB,23.30,10.35,-0.04,14.99,2.69,90,16.50,28.5599364,77.1166106,0.998,1.035
11.26,CLIMB,24.12,10.37,-0.03,15.44,2.70,90,16.50,28.5599420,77.1165861,0.983,1.020
11.57,CLIMB,24.96,10.29,-0.04,15.76,2.83,90,16.50,28.5599477,77.1165618,0.973,1.010
11.86,CLIMB,25.82,10.28,-0.04,16.19,2.84,90,16.50,28.5599533,77.1165375,0.962,0.999
12.17,CLIMB,26.68,10.21,-0.04,16.59,2.88,90,16.50,28.5599589,77.1165131,0.953,0.991
12.46,CLIMB,27.56,10.31,-0.04,16.73,2.91,90,16.50,28.5599645,77.1164888,0.897,0.935
12.76,CLIMB,28.42,10.21,-0.04,17.05,2.93,90,16.50,28.5599701,77.1164646,0.980,1.018
12.97,CLIMB,29.02,10.22,-0.04,16.99,2.94,90,16.50,28.5599738,77.1164487,0.915,0.954
13.26,CLIMB,29.90,10.17,-0.05,17.10,2.92,90,16.50,28.5599793,77.1164251,0.945,0.985
13.57,CLIMB,30.77,10.11,-0.04,17.23,2.88,90,16.50,28.5599847,77.1164017,0.968,1.009
13.86,CLIMB,31.63,10.06,-0.03,17.07,2.86,90,16.50,28.5599901,77.1163785,0.973,1.014
14.17,CLIMB,32.49,10.04,-0.03,16.81,2.82,90,16.50,28.5599954,77.1163553,0.961,1.002
14.46,CLIMB,33.34,10.04,-0.03,16.53,2.82,90,16.50,28.5600009,77.1163320,0.896,0.938
14.76,CLIMB,34.16,10.04,-0.03,16.54,2.74,90,16.50,28.5600063,77.1163085,0.960,1.001
14.97,CLIMB,34.71,10.03,-0.03,16.49,2.75,90,16.50,28.5600099,77.1162929,0.991,1.032
15.26,CLIMB,35.53,9.91,-0.02,16.53,2.68,90,16.41,28.5600152,77.1162696,1.003,1.044
15.57,CLIMB,36.34,9.86,-0.04,16.28,2.70,90,16.36,28.5600206,77.1162464,0.923,0.965
15.86,CLIMB,37.15,9.81,-0.04,16.23,2.67,90,16.31,28.5600260,77.1162232,0.959,1.001
16.17,CLIMB,37.96,9.96,-0.03,16.04,2.68,90,16.46,28.5600314,77.1161999,0.937,0.979
16.46,CLIMB,38.77,9.95,-0.03,16.11,2.64,90,16.45,28.5600368,77.1161762,0.960,1.001
16.76,CLIMB,39.56,10.00,-0.03,16.10,2.66,90,16.50,28.5600423,77.1161525,0.986,1.027
16.97,CLIMB,40.10,10.04,-0.04,15.93,2.69,90,16.50,28.5600459,77.1161367,0.928,0.969
17.26,CLIMB,40.91,9.97,-0.04,15.98,2.68,90,16.47,28.5600514,77.1161130,0.940,0.981
17.57,CLIMB,41.72,10.03,-0.03,16.18,2.72,90,16.50,28.5600568,77.1160894,0.977,1.017
17.86,CLIMB,42.54,9.98,-0.03,16.25,2.73,90,16.48,28.5600622,77.1160660,0.953,0.993
18.16,CLIMB,43.36,9.95,-0.03,16.49,2.70,90,16.45,28.5600677,77.1160425,0.970,1.010
18.37,CLIMB,43.91,9.92,-0.03,16.45,2.73,90,16.42,28.5600713,77.1160266,0.987,1.027
18.66,CLIMB,44.74,10.05,-0.03,16.31,2.77,90,16.50,28.5600768,77.1160029,0.923,0.964
18.87,CLIMB,45.30,10.08,-0.03,16.39,2.75,90,16.50,28.5600804,77.1159871,0.961,1.002
19.16,CLIMB,46.14,10.09,-0.03,16.45,2.80,90,16.50,28.5600859,77.1159634,0.963,1.004
19.46,CLIMB,46.97,10.00,-0.03,16.72,2.71,90,16.50,28.5600913,77.1159400,0.936,0.977
19.67,CLIMB,47.52,10.03,-0.03,16.78,2.74,90,16.50,28.5600949,77.1159244,0.966,1.007
19.96,CLIMB,48.36,9.95,-0.04,16.40,2.79,90,16.45,28.5601003,77.1159012,0.919,0.960
20.27,CLIMB,49.19,9.96,-0.03,16.62,2.72,90,16.46,28.5601057,77.1158778,0.942,0.983
20.56,CLIMB,50.01,9.99,-0.03,16.71,2.73,90,16.49,28.5601111,77.1158544,0.942,0.983
20.87,CLIMB,50.83,9.92,-0.03,16.52,2.75,90,16.42,28.5601165,77.1158309,0.984,1.025
21.17,CLIMB,51.66,9.87,-0.03,16.56,2.71,90,16.37,28.5601220,77.1158072,0.974,1.015
21.46,CLIMB,52.48,9.87,-0.02,16.51,2.73,90,16.37,28.5601274,77.1157839,0.983,1.024
21.67,CLIMB,53.03,9.84,-0.02,16.27,2.77,90,16.34,28.5601310,77.1157684,1.010,1.051
21.96,CLIMB,53.86,9.87,-0.03,16.09,2.75,90,16.37,28.5601363,77.1157452,0.930,0.972
22.27,CLIMB,54.67,9.89,-0.03,16.28,2.73,90,16.39,28.5601417,77.1157219,0.970,1.011
22.56,CLIMB,55.49,9.86,-0.03,16.40,2.71,90,16.36,28.5601472,77.1156983,0.956,0.997
22.87,CLIMB,56.31,9.88,-0.02,16.36,2.73,90,16.38,28.5601526,77.1156747,0.967,1.008
23.17,CLIMB,57.13,9.95,-0.02,16.32,2.71,90,16.45,28.5601581,77.1156510,0.950,0.991
23.46,CLIMB,57.95,9.94,-0.03,16.43,2.72,90,16.44,28.5601636,77.1156275,0.937,0.978
23.67,CLIMB,58.50,9.93,-0.02,16.53,2.72,90,16.43,28.5601672,77.1156119,1.007,1.047
23.96,CLIMB,59.33,10.04,-0.02,16.36,2.75,90,16.50,28.5601726,77.1155886,0.931,0.972
24.27,CLIMB,60.16,10.02,-0.02,16.46,2.74,90,16.50,28.5601780,77.1155653,0.943,0.984
24.56,CLIMB,60.99,9.89,-0.02,16.55,2.74,90,16.39,28.5601834,77.1155419,0.984,1.024
24.87,CLIMB,61.82,9.97,-0.02,16.37,2.78,90,16.47,28.5601889,77.1155184,0.972,1.013
25.17,CLIMB,62.63,9.93,-0.02,16.68,2.70,90,16.43,28.5601943,77.1154948,1.013,1.054
25.46,CLIMB,63.46,9.86,-0.02,16.56,2.71,90,16.36,28.5601998,77.1154713,0.886,0.927
25.67,CLIMB,64.00,9.82,-0.02,16.66,2.71,90,16.32,28.5602034,77.1154557,1.021,1.062
25.96,CLIMB,64.81,9.93,-0.02,16.46,2.74,90,16.43,28.5602088,77.1154325,0.976,1.017
26.27,CLIMB,65.63,9.89,-0.03,16.29,2.73,90,16.39,28.5602142,77.1154092,0.936,0.977
26.56,CLIMB,66.45,10.04,-0.02,16.39,2.72,90,16.50,28.5602196,77.1153858,0.963,1.004
26.87,CLIMB,67.27,9.98,-0.01,16.46,2.68,90,16.48,28.5602250,77.1153622,0.902,0.943
27.17,CLIMB,68.08,10.03,-0.01,16.45,2.73,90,16.50,28.5602305,77.1153387,0.996,1.037
27.46,CLIMB,68.90,9.88,-0.02,16.17,2.74,90,16.38,28.5602360,77.1153150,0.933,0.974
27.67,CLIMB,69.45,9.94,-0.02,16.35,2.71,90,16.44,28.5602396,77.1152993,0.941,0.982
27.96,CLIMB,70.27,9.95,-0.02,16.48,2.71,90,16.45,28.5602450,77.1152760,0.957,0.998
28.27,CLIMB,71.08,9.91,-0.02,16.56,2.72,90,16.41,28.5602504,77.1152526,0.967,1.008
28.57,CLIMB,71.91,9.89,-0.02,16.34,2.73,90,16.39,28.5602558,77.1152294,0.941,0.982
28.87,CLIMB,72.73,9.96,-0.01,16.33,2.73,90,16.46,28.5602613,77.1152057,0.956,0.997
29.17,CLIMB,73.55,9.91,-0.02,16.52,2.72,90,16.41,28.5602668,77.1151821,0.992,1.033
29.46,CLIMB,74.37,9.87,-0.02,16.43,2.74,90,16.37,28.5602723,77.1151585,0.974,1.015
29.67,CLIMB,74.92,9.92,-0.02,16.37,2.75,90,16.42,28.5602759,77.1151429,0.962,1.003
29.96,CLIMB,75.75,9.90,-0.02,16.29,2.78,90,16.40,28.5602813,77.1151195,0.966,1.007
30.27,CLIMB,76.58,9.95,-0.01,16.59,2.69,90,16.45,28.5602868,77.1150962,0.955,0.995
30.57,CLIMB,77.40,9.95,-0.01,16.61,2.76,90,16.45,28.5602922,77.1150729,0.956,0.997
30.87,CLIMB,78.24,9.87,-0.01,16.38,2.77,90,16.37,28.5602976,77.1150495,0.927,0.968
31.17,CLIMB,79.07,9.85,-0.01,16.32,2.76,90,16.35,28.5603031,77.1150260,0.917,0.958
31.46,CLIMB,79.90,9.91,-0.02,16.48,2.73,90,16.41,28.5603086,77.1150023,0.981,1.022
31.67,CLIMB,80.45,9.91,-0.02,16.52,2.74,90,16.41,28.5603122,77.1149865,0.946,0.987
31.96,CLIMB,81.28,9.87,-0.02,16.43,2.80,90,16.37,28.5603176,77.1149632,1.000,1.041
32.27,CLIMB,82.12,9.96,-0.01,16.29,2.79,90,16.46,28.5603230,77.1149399,0.950,0.991
32.57,CLIMB,82.95,9.98,-0.01,16.46,2.74,90,16.48,28.5603285,77.1149166,0.928,0.969
32.87,CLIMB,83.76,9.88,-0.02,16.64,2.71,90,16.38,28.5603339,77.1148931,0.944,0.985
33.17,CLIMB,84.59,9.90,-0.01,16.48,2.76,90,16.40,28.5603394,77.1148696,0.971,1.012
33.46,CLIMB,85.41,9.92,-0.01,16.33,2.75,90,16.42,28.5603449,77.1148460,0.969,1.010
33.67,CLIMB,85.96,10.00,-0.01,16.36,2.75,90,16.50,28.5603485,77.1148302,0.969,1.010
33.97,CLIMB,86.79,10.01,-0.01,16.49,2.74,90,16.50,28.5603540,77.1148068,0.951,0.992
34.27,CLIMB,87.60,9.90,-0.02,16.72,2.73,90,16.40,28.5603594,77.1147835,1.003,1.043
34.57,CLIMB,88.41,9.94,-0.01,16.64,2.72,90,16.44,28.5603648,77.1147603,0.941,0.982
34.87,CLIMB,89.22,10.00,-0.01,16.50,2.73,90,16.50,28.5603702,77.1147370,0.947,0.988
35.17,CLIMB,90.04,9.94,-0.01,16.37,2.73,90,16.33,28.5603757,77.1147136,0.981,1.022
35.46,CLIMB,90.86,9.91,-0.02,16.37,2.71,89,16.27,28.5603811,77.1146901,0.946,0.986
35.67,CLIMB,91.41,9.89,-0.01,16.28,2.74,89,16.22,28.5603848,77.1146744,0.996,1.036
35.97,CLIMB,92.25,9.90,-0.01,15.85,2.76,89,16.10,28.5603903,77.1146508,0.916,0.956
36.27,CLIMB,93.06,9.87,-0.01,16.21,2.68,89,15.93,28.5603957,77.1146275,0.979,1.018
36.57,CLIMB,93.88,9.91,-0.02,16.04,2.68,89,15.67,28.5604011,77.1146042,0.941,0.980
36.86,CLIMB,94.66,9.91,-0.02,16.15,2.62,88,15.30,28.5604065,77.1145809,0.975,1.012
37.07,CLIMB,95.19,9.81,-0.01,15.93,2.59,88,14.96,28.5604102,77.1145653,0.988,1.024
37.36,CLIMB,95.96,9.76,-0.02,15.42,2.52,87,14.26,28.5604156,77.1145418,0.966,1.000
37.57,CLIMB,96.46,9.79,-0.02,15.18,2.43,86,13.64,28.5604193,77.1145261,0.948,0.980
37.87,CLIMB,97.19,9.82,-0.03,14.35,2.32,84,12.41,28.5604247,77.1145026,0.917,0.946
38.16,CLIMB,97.87,9.77,-0.03,13.41,2.16,82,10.93,28.5604301,77.1144793,0.899,0.924
38.37,CLIMB,98.28,9.74,-0.03,12.57,2.01,80,9.91,28.5604337,77.1144639,0.900,0.922
38.67,CLIMB,98.84,9.66,-0.04,11.19,1.67,77,8.42,28.5604391,77.1144407,0.849,0.865
38.97,CRUISE,99.27,9.60,-0.05,9.64,1.27,74,-5.00,28.5604444,77.1144175,0.865,0.878
39.27,CRUISE,99.58,9.56,-0.06,5.92,0.77,66,-5.00,28.5604498,77.1143942,0.742,0.746
39.57,CRUISE,99.68,9.64,-0.06,1.25,-0.01,66,-5.00,28.5604552,77.1143708,0.800,0.804
39.87,CRUISE,99.56,9.61,-0.06,-2.54,-0.75,66,-5.00,28.5604607,77.1143468,0.734,0.737
40.16,CRUISE,99.24,9.98,-0.06,-5.62,-1.31,66,-5.00,28.5604665,77.1143219,0.822,0.824
40.37,CRUISE,98.93,10.29,-0.05,-7.00,-1.67,66,-5.00,28.5604704,77.1143048,0.873,0.875
40.67,CRUISE,98.37,10.76,-0.04,-8.69,-1.99,66,-3.72,28.5604765,77.1142779,0.939,0.940
40.97,CRUISE,97.71,11.30,-0.03,-9.15,-2.29,66,-2.11,28.5604830,77.1142494,0.941,0.941
41.27,CRUISE,96.99,11.87,-0.03,-8.83,-2.33,66,-0.39,28.5604899,77.1142193,1.020,1.020
41.57,CRUISE,96.30,12.26,-0.03,-8.20,-2.17,66,0.79,28.5604972,77.1141876,1.134,1.134
41.87,CRUISE,95.69,12.61,-0.03,-7.13,-1.88,66,1.83,28.5605048,77.1141543,1.153,1.153
42.16,CRUISE,95.17,13.02,-0.03,-5.28,-1.56,66,3.05,28.5605126,77.1141201,1.151,1.151
42.37,CRUISE,94.89,13.13,-0.03,-3.93,-1.28,66,3.39,28.5605179,77.1140971,1.157,1.157
42.67,CRUISE,94.59,13.26,-0.03,-2.18,-0.80,66,3.79,28.5605258,77.1140624,1.112,1.112
42.97,CRUISE,94.42,13.28,-0.03,-0.41,-0.34,66,3.85,28.5605338,77.1140277,1.109,1.109
43.27,CRUISE,94.39,13.32,-0.02,1.26,0.07,66,3.95,28.5605417,77.1139930,1.160,1.160
43.57,CRUISE,94.47,13.17,-0.02,2.62,0.42,66,3.50,28.5605496,77.1139585,1.089,1.089
43.87,CRUISE,94.64,12.97,-0.02,3.97,0.67,66,2.91,28.5605573,77.1139246,1.129,1.129
44.16,CRUISE,94.89,12.73,-0.03,4.58,0.89,66,2.19,28.5605649,77.1138915,1.058,1.058
44.37,CRUISE,95.07,12.60,-0.04,4.99,0.88,66,1.80,28.5605698,77.1138702,1.001,1.001
44.67,CRUISE,95.36,12.33,-0.04,5.02,0.97,66,0.99,28.5605769,77.1138389,0.993,0.993
44.97,CRUISE,95.64,12.11,-0.03,4.78,0.89,66,0.33,28.5605839,77.1138083,0.965,0.965
45.27,CRUISE,95.90,11.86,-0.04,4.42,0.75,66,-0.42,28.5605908,77.1137783,0.896,0.896
45.57,CRUISE,96.09,11.65,-0.04,3.85,0.60,66,-1.05,28.5605975,77.1137486,1.003,1.003
45.87,CRUISE,96.24,11.51,-0.04,2.58,0.40,66,-1.46,28.5606043,77.1137191,0.896,0.896
46.16,CRUISE,96.31,11.55,-0.04,1.50,0.15,66,-1.36,28.5606110,77.1136894,0.905,0.905
46.37,CRUISE,96.33,11.57,-0.04,0.95,-0.00,66,-1.30,28.5606154,77.1136699,0.980,0.980
46.67,CRUISE,96.30,11.61,-0.04,-0.18,-0.18,66,-1.16,28.5606221,77.1136407,0.906,0.906
46.97,CRUISE,96.21,11.64,-0.03,-0.67,-0.38,66,-1.08,28.5606287,77.1136112,0.966,0.966
47.27,CRUISE,96.08,11.73,-0.03,-1.46,-0.47,66,-0.80,28.5606355,77.1135815,0.892,0.892
47.57,CRUISE,95.90,11.89,-0.03,-1.60,-0.58,66,-0.34,28.5606424,77.1135512,0.961,0.961
47.87,CRUISE,95.71,11.98,-0.04,-1.83,-0.64,66,-0.05,28.5606494,77.1135203,0.992,0.992
48.16,CRUISE,95.51,12.11,-0.03,-1.87,-0.67,66,0.34,28.5606565,77.1134890,0.957,0.957
48.37,CRUISE,95.38,12.10,-0.03,-1.89,-0.58,66,0.29,28.5606612,77.1134680,1.019,1.019
48.67,CRUISE,95.20,12.13,-0.03,-1.71,-0.53,66,0.38,28.5606684,77.1134365,1.027,1.027
48.97,APPROACH,95.05,12.28,-0.03,-1.34,-0.47,66,0.27,28.5606756,77.1134048,1.036,1.036
49.27,APPROACH,94.86,12.23,-0.02,-2.36,-0.89,38,0.23,28.5606827,77.1133731,0.796,0.803
49.57,APPROACH,94.51,12.19,0.03,-4.46,-1.38,42,0.19,28.5606898,77.1133420,0.858,0.863
49.87,APPROACH,94.03,12.15,0.05,-6.09,-1.74,45,0.15,28.5606969,77.1133109,0.845,0.850
50.16,APPROACH,93.45,12.22,0.03,-6.72,-1.99,48,0.22,28.5607040,77.1132797,0.976,0.979
50.37,APPROACH,93.04,12.29,-0.00,-7.04,-2.06,49,0.29,28.5607088,77.1132588,0.938,0.941
50.67,APPROACH,92.39,12.35,-0.03,-6.73,-2.16,50,0.35,28.5607160,77.1132274,1.073,1.075
50.97,APPROACH,91.73,12.46,-0.02,-6.56,-2.09,50,0.46,28.5607232,77.1131958,1.044,1.047
51.27,APPROACH,91.10,12.63,-0.01,-6.25,-2.02,49,0.63,28.5607305,77.1131638,1.023,1.026
51.57,APPROACH,90.50,12.66,-0.01,-5.77,-1.94,48,0.66,28.5607378,77.1131314,1.005,1.009
51.87,APPROACH,89.95,12.68,-0.01,-5.30,-1.80,47,0.68,28.5607453,77.1130986,0.977,0.982
52.16,APPROACH,89.43,12.60,-0.00,-4.83,-1.71,46,0.60,28.5607528,77.1130658,1.020,1.024
52.37,APPROACH,89.10,12.61,0.00,-4.41,-1.68,46,0.61,28.5607578,77.1130439,0.986,0.991
52.67,APPROACH,88.61,12.64,0.02,-4.10,-1.55,45,0.64,28.5607653,77.1130113,1.053,1.057
52.97,APPROACH,88.15,12.59,0.02,-3.78,-1.54,45,0.59,28.5607726,77.1129792,1.015,1.019
53.27,APPROACH,87.70,12.53,0.03,-3.39,-1.48,45,0.53,28.5607799,77.1129474,1.040,1.044
53.56,APPROACH,87.26,12.38,0.04,-3.35,-1.46,44,0.38,28.5607872,77.1129158,0.968,0.972
53.77,APPROACH,86.97,12.34,0.04,-3.24,-1.47,44,0.34,28.5607920,77.1128946,0.969,0.973
54.07,APPROACH,86.53,12.28,0.03,-3.36,-1.43,44,0.28,28.5607993,77.1128631,0.908,0.913
54.27,APPROACH,86.24,12.23,0.02,-3.21,-1.43,44,0.23,28.5608042,77.1128422,1.027,1.030
54.57,APPROACH,85.80,12.20,0.02,-3.06,-1.48,44,0.20,28.5608114,77.1128111,1.011,1.014
54.86,APPROACH,85.35,12.02,0.03,-2.96,-1.46,44,0.02,28.5608185,77.1127805,0.992,0.995
55.07,APPROACH,85.05,12.03,0.03,-2.99,-1.48,44,0.03,28.5608231,77.1127603,0.996,0.999
55.37,APPROACH,84.60,11.91,0.02,-3.05,-1.49,44,-0.09,28.5608302,77.1127302,0.995,0.998
55.67,APPROACH,84.15,11.89,0.01,-2.99,-1.49,45,-0.11,28.5608371,77.1127001,1.029,1.031
55.97,APPROACH,83.70,11.84,0.01,-2.98,-1.53,45,-0.16,28.5608441,77.1126701,0.951,0.954
56.27,APPROACH,83.24,11.82,0.01,-2.80,-1.55,45,-0.18,28.5608511,77.1126401,1.046,1.048
56.57,APPROACH,82.79,11.67,0.01,-3.12,-1.50,44,-0.33,28.5608581,77.1126100,0.972,0.974
56.87,APPROACH,82.33,11.64,0.01,-2.96,-1.51,45,-0.36,28.5608650,77.1125804,1.023,1.025
57.07,APPROACH,82.02,11.71,0.01,-2.98,-1.51,45,-0.29,28.5608696,77.1125608,0.977,0.979
57.37,APPROACH,81.55,11.64,0.01,-2.78,-1.53,45,-0.36,28.5608764,77.1125316,1.006,1.008
57.67,APPROACH,81.10,11.57,0.01,-3.07,-1.47,44,-0.43,28.5608833,77.1125025,0.993,0.995
57.97,APPROACH,80.64,11.56,0.01,-2.68,-1.56,45,-0.44,28.5608901,77.1124732,1.018,1.020
58.27,APPROACH,80.18,11.60,0.00,-2.59,-1.55,45,-0.40,28.5608970,77.1124439,0.983,0.985
58.57,APPROACH,79.71,11.56,0.00,-2.61,-1.52,45,-0.44,28.5609039,77.1124146,0.977,0.979
58.87,APPROACH,79.24,11.42,0.00,-2.51,-1.54,45,-0.58,28.5609106,77.1123856,1.010,1.011
59.07,APPROACH,78.94,11.46,0.01,-2.61,-1.53,45,-0.54,28.5609151,77.1123665,0.941,0.943
59.37,APPROACH,78.49,11.44,0.01,-2.58,-1.54,45,-0.56,28.5609218,77.1123380,0.994,0.996
59.67,APPROACH,78.02,11.44,0.01,-2.46,-1.53,45,-0.56,28.5609285,77.1123095,1.036,1.037
59.97,APPROACH,77.56,11.39,0.01,-2.57,-1.52,45,-0.61,28.5609352,77.1122810,0.990,0.991
60.27,APPROACH,77.11,11.40,0.00,-2.49,-1.52,45,-0.60,28.5609419,77.1122523,1.059,1.060
60.57,APPROACH,76.65,11.38,0.00,-2.49,-1.54,45,-0.62,28.5609486,77.1122237,0.990,0.991
60.87,APPROACH,76.18,11.33,-0.00,-2.17,-1.57,45,-0.67,28.5609553,77.1121950,1.041,1.042
61.07,APPROACH,75.89,11.32,-0.01,-2.50,-1.45,45,-0.68,28.5609597,77.1121762,1.039,1.040
61.37,APPROACH,75.44,11.42,-0.01,-2.42,-1.55,45,-0.58,28.5609663,77.1121480,1.005,1.006
61.67,APPROACH,74.98,11.27,-0.01,-2.28,-1.50,45,-0.73,28.5609729,77.1121200,1.020,1.021
61.97,APPROACH,74.53,11.13,-0.01,-2.39,-1.51,44,-0.87,28.5609794,77.1120920,1.004,1.005
62.27,APPROACH,74.07,11.13,-0.01,-2.51,-1.48,44,-0.87,28.5609860,77.1120637,1.012,1.013
62.57,APPROACH,73.62,11.17,-0.02,-2.16,-1.56,45,-0.83,28.5609926,77.1120355,1.003,1.004
62.87,APPROACH,73.14,11.18,-0.02,-1.96,-1.55,45,-0.82,28.5609992,77.1120073,1.001,1.002
63.07,APPROACH,72.83,11.15,-0.02,-1.89,-1.57,45,-0.85,28.5610036,77.1119887,1.007,1.008
63.37,APPROACH,72.36,11.15,-0.02,-2.04,-1.53,45,-0.85,28.5610101,77.1119610,0.988,0.989
63.67,APPROACH,71.89,11.16,-0.02,-2.19,-1.53,45,-0.84,28.5610165,77.1119334,0.966,0.967
63.97,APPROACH,71.42,11.09,-0.02,-2.29,-1.54,45,-0.91,28.5610229,77.1119059,1.015,1.016
64.27,APPROACH,70.95,11.12,-0.02,-2.10,-1.54,45,-0.88,28.5610294,77.1118782,1.038,1.039
64.57,APPROACH,70.49,11.03,-0.02,-2.28,-1.56,45,-0.97,28.5610359,77.1118504,0.941,0.942
64.87,APPROACH,70.01,11.07,-0.03,-1.88,-1.55,45,-0.93,28.5610423,77.1118226,1.105,1.105
65.07,APPROACH,69.70,11.07,-0.03,-2.09,-1.55,45,-0.93,28.5610467,77.1118041,0.975,0.976
65.37,APPROACH,69.23,11.09,-0.03,-1.90,-1.60,45,-0.91,28.5610531,77.1117767,0.995,0.996
65.67,APPROACH,68.75,11.06,-0.03,-1.77,-1.61,45,-0.94,28.5610594,77.1117493,0.974,0.975
65.97,APPROACH,68.28,10.99,-0.02,-2.07,-1.55,45,-1.01,28.5610658,77.1117220,0.947,0.948
66.27,APPROACH,67.80,10.96,-0.02,-1.97,-1.57,45,-1.04,28.5610722,77.1116945,1.016,1.017
66.57,APPROACH,67.34,10.95,-0.03,-2.00,-1.59,45,-1.05,28.5610786,77.1116670,0.983,0.984
66.87,APPROACH,66.87,10.99,-0.03,-1.96,-1.60,45,-1.01,28.5610850,77.1116393,0.988,0.989
67.07,APPROACH,66.54,10.98,-0.03,-1.88,-1.58,45,-1.02,28.5610893,77.1116209,0.991,0.992
67.37,APPROACH,66.07,10.97,-0.03,-1.75,-1.60,45,-1.03,28.5610956,77.1115936,1.036,1.036
